name,reported_exact_top1,pred1_exact_canon,pred10_exact_canon,proposal_exact_canon,pred1_formula_match,all_pred_formula_match,raw_duplicate_pred_count,canon_duplicate_pred_count,proposal_position_in_predictions
MassSpecGymID0062056,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0062057,0.0,False,False,False,True,False,0,0,9.0
MassSpecGymID0062058,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062059,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062060,0.0,False,False,False,True,False,0,0,8.0
MassSpecGymID0062061,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0062062,0.0,False,False,False,True,False,0,0,9.0
MassSpecGymID0062063,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0062064,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0062065,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062066,0.0,False,False,False,True,False,0,0,7.0
MassSpecGymID0062067,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062068,0.0,False,False,False,True,False,0,0,7.0
MassSpecGymID0062069,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062070,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0062071,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062072,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062073,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0062074,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062075,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0062076,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0062077,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0062078,0.0,False,False,False,True,False,0,0,8.0
MassSpecGymID0062079,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062080,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0062081,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0062082,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0062083,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062084,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0062085,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062086,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062087,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062088,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0062090,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062091,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062092,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0062093,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064676,0.0,False,False,False,True,False,0,0,9.0
MassSpecGymID0064677,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064678,0.0,False,False,False,True,False,0,0,7.0
MassSpecGymID0064679,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064680,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0064681,0.0,False,False,False,True,False,0,0,10.0
MassSpecGymID0064682,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064683,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0064684,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064685,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064686,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064687,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064688,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064689,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064691,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064692,0.0,False,False,False,True,False,0,0,9.0
MassSpecGymID0064693,0.0,False,False,False,True,False,0,0,9.0
MassSpecGymID0064694,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064695,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064696,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064697,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064700,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0064701,0.0,False,False,False,True,False,0,0,8.0
MassSpecGymID0064702,0.0,False,False,False,True,False,0,0,7.0
MassSpecGymID0064703,0.0,False,False,False,True,False,0,0,10.0
MassSpecGymID0064704,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064705,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064706,0.0,True,True,False,True,False,0,0,7.0
MassSpecGymID0064708,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0064709,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064710,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064711,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064712,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064713,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064714,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064715,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064716,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064717,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064718,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064719,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064721,1.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0064722,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064723,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064724,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064725,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064726,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064728,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064729,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064730,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064731,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064732,0.0,False,False,False,True,False,0,0,5.0
MassSpecGymID0064733,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0064735,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064736,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064737,1.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0064738,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064739,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0064741,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0067664,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0067665,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0069596,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0069597,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0069598,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0069599,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0069600,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0070198,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0070199,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0070200,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0070201,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070202,1.0,True,True,True,True,True,0,0,1.0
MassSpecGymID0070203,0.0,False,False,False,True,False,0,0,7.0
MassSpecGymID0070204,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0070205,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070206,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0070207,0.0,False,False,False,True,False,0,0,10.0
MassSpecGymID0070208,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070209,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0070210,1.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0070211,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070212,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070213,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070214,1.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0070215,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070216,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070217,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0070218,0.0,False,False,False,True,False,0,0,5.0
MassSpecGymID0070219,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070220,0.0,False,False,False,True,False,0,0,10.0
MassSpecGymID0070221,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0070222,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0070223,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070224,1.0,True,True,True,True,True,0,0,1.0
MassSpecGymID0070226,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070227,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0070228,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070229,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070230,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070231,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070232,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070233,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0070234,0.0,False,False,False,True,False,0,0,8.0
MassSpecGymID0070521,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0070522,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0070651,0.0,False,False,False,True,False,0,0,10.0
MassSpecGymID0070652,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070653,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0070654,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070655,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0070656,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070657,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070658,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0070659,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071370,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0071371,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071372,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0071373,0.0,False,False,False,True,False,0,0,7.0
MassSpecGymID0071374,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0071375,0.0,False,False,False,True,False,0,0,9.0
MassSpecGymID0071376,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0071377,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0071378,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071379,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0071380,0.0,False,False,False,True,False,0,0,5.0
MassSpecGymID0071381,0.0,False,False,False,True,False,0,0,10.0
MassSpecGymID0071667,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071669,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071670,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071671,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071672,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071673,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071674,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071675,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071817,1.0,True,True,True,True,True,0,0,1.0
MassSpecGymID0071818,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071819,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071820,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071821,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071822,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071823,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071824,1.0,True,True,True,True,True,0,0,1.0
MassSpecGymID0071825,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071826,1.0,True,True,True,True,True,0,0,1.0
MassSpecGymID0071827,1.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071828,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071923,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0071924,0.0,False,False,False,True,False,0,0,7.0
MassSpecGymID0071925,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071926,0.0,False,False,False,True,False,0,0,8.0
MassSpecGymID0071928,0.0,False,False,False,True,False,0,0,10.0
MassSpecGymID0071929,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0071930,0.0,False,False,False,True,False,0,0,5.0
MassSpecGymID0071931,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0071932,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071933,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071934,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071935,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071936,1.0,True,True,True,True,True,0,0,1.0
MassSpecGymID0071937,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071938,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071939,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071940,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071941,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071942,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0071943,1.0,True,True,True,True,True,0,0,1.0
MassSpecGymID0072287,0.0,False,False,False,True,False,0,0,9.0
MassSpecGymID0072288,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072289,0.0,False,False,False,True,False,0,0,7.0
MassSpecGymID0072290,0.0,False,False,False,True,False,0,0,7.0
MassSpecGymID0072291,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0072292,0.0,False,False,False,True,False,0,0,9.0
MassSpecGymID0072293,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0072294,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0072295,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072296,0.0,False,False,False,True,False,0,0,7.0
MassSpecGymID0072297,0.0,False,False,False,True,False,0,0,8.0
MassSpecGymID0072298,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072299,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0072300,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0072301,0.0,False,False,False,True,False,0,0,5.0
MassSpecGymID0072302,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072303,0.0,False,False,False,True,False,0,0,7.0
MassSpecGymID0072304,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072339,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072340,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072341,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072342,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0072343,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0072344,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072345,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072346,0.0,False,False,False,True,False,0,0,5.0
MassSpecGymID0072347,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072348,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072349,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072350,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0072351,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072352,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072353,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072354,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072355,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072356,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0072357,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072358,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072359,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072360,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0072361,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072362,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072363,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072364,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072365,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072366,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072546,0.0,False,False,False,False,False,0,0,5.0
MassSpecGymID0072547,0.0,False,False,False,True,False,0,0,7.0
MassSpecGymID0072548,0.0,False,False,False,True,False,0,0,5.0
MassSpecGymID0072549,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072550,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072551,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072552,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0072553,0.0,False,False,False,False,False,0,0,4.0
MassSpecGymID0072554,0.0,False,False,False,True,False,0,0,5.0
MassSpecGymID0072555,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0072556,0.0,False,False,False,True,False,0,0,8.0
MassSpecGymID0072557,0.0,False,False,False,True,False,0,0,5.0
MassSpecGymID0072558,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072559,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0072560,0.0,False,False,False,False,False,0,0,5.0
MassSpecGymID0072561,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0072562,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072563,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072572,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072573,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072574,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072575,0.0,False,False,False,True,False,0,0,5.0
MassSpecGymID0072576,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072577,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0072578,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072579,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072580,0.0,False,False,False,False,False,0,0,1.0
MassSpecGymID0072581,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072582,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072583,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072584,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072585,0.0,False,False,False,True,False,0,0,5.0
MassSpecGymID0072586,0.0,False,False,False,False,False,0,0,4.0
MassSpecGymID0072587,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072588,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072589,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072912,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072913,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072914,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0072915,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072916,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0072917,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072918,0.0,False,False,False,True,False,0,0,5.0
MassSpecGymID0072919,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072920,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0072921,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072922,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0072923,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072924,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072925,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0072926,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072927,0.0,False,False,False,True,False,0,0,8.0
MassSpecGymID0072928,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0072929,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0073118,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073119,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073120,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073121,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073122,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0073123,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073124,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073125,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073126,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073155,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0073156,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0073157,1.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073158,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0073159,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0073160,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0073161,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0073559,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073560,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073561,1.0,True,True,True,True,False,0,0,1.0
MassSpecGymID0073562,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073563,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073564,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073565,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073566,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073567,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073568,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073569,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073570,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073571,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073572,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073573,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073574,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073575,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073576,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073577,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073578,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073579,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073580,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073581,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073582,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073583,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073584,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073585,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073586,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073587,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073846,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073847,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073848,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073849,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0073850,0.0,False,False,False,True,False,0,0,9.0
MassSpecGymID0073851,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073852,0.0,False,False,False,True,False,0,0,8.0
MassSpecGymID0073853,0.0,False,False,False,True,False,0,0,8.0
MassSpecGymID0073854,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0073855,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0073856,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073857,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0073858,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073859,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073860,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0073861,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073862,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073863,0.0,False,False,False,True,False,0,0,5.0
MassSpecGymID0073864,0.0,False,False,False,True,False,0,0,4.0
MassSpecGymID0073865,0.0,False,False,False,True,False,0,0,10.0
MassSpecGymID0073866,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073867,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073868,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073869,0.0,False,False,False,True,False,0,0,6.0
MassSpecGymID0073870,0.0,False,False,False,True,False,0,0,3.0
MassSpecGymID0073871,0.0,False,False,False,True,False,0,0,10.0
MassSpecGymID0073872,0.0,False,False,False,True,False,0,0,2.0
MassSpecGymID0073873,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0073958,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073959,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073960,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073961,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073962,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073963,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073964,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073965,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073966,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073967,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073968,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073969,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073970,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073971,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073972,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073973,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073974,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073975,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073976,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073977,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0073978,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0074574,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0074575,0.0,False,False,False,True,False,0,0,1.0
MassSpecGymID0074576,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0074577,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0074578,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0074579,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0074580,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0074581,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0074582,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0074583,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0074584,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0074585,0.0,False,False,False,True,True,0,0,1.0
MassSpecGymID0075182,0.0,False,False,False,False,False,0,0,1.0
