murcko_scaffold,spectra,unique_targets,exact_top10,tanimoto_top10,mist_tanimoto,chem_class,example_smiles
O=C(CCc1ccccc1)NCC1CCC(C(=O)NCCc2ccccc2)CC1,25,1,0.0,0.26289941608905787,0.28146360337734216,other_midsize,CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(=O)NCC2CCC(CC2)C(=O)NC(CC3=CC=CC=C3)C(=O)O
O=C1CC2C(=CCC3C2CC2C4CC(=O)C5CC6OC6CC5C4CCC32)O1,25,2,0.0,0.3048369508981704,0.6280109566450119,polycyclic_aliphatic_like,CC1C=C2C(C3C1C4(C(C3O)C5C(C(C4OC(=O)C)OC(=O)C)C6(C(CC7C(C6OC(=O)C)O7)C(=O)C5O)C)C)(C(C(=O)O2)(C)O)C
C1CC[C@H](O[C@@H]2CCCO[C@H]2O[C@H]2CC3C(CC[C@@H]4CCCC34)C3CCCC[C@@H]32)OC1,24,2,0.0,0.6085697921613852,0.739954569687446,glycoside_or_sugar_rich,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](CC3[C@]2(C[C@@H]([C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O)C)O)C
O=C(/C=C/c1ccccc1)OC[C@@H]1C[C@H](OC2CCCCO2)C[C@H](OCCc2ccccc2)O1,24,1,0.0,0.6605134370426337,0.6695813300708929,glycoside_or_sugar_rich,C[C@H]1[C@@H]([C@H]([C@H](C(O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)OCCC3=CC(=C(C=C3)O)O)COC(=O)/C=C/C4=CC(=C(C=C4)O)O)O)O)O)O
O=C(CCCCCc1ccccc1)C[C@@H]1CCC([C@H]2CCCCO2)O1,24,1,0.0,0.1674343074361483,0.18808286140362418,glycoside_or_sugar_rich,CC[C@H]([C@@H]1[C@H](C[C@@](O1)(CC)[C@H]2CC[C@@]([C@@H](O2)C)(CC)O)C)C(=O)[C@@H](C)[C@H]([C@H](C)CCC3=C(C(=C(C=C3)C)O)C(=O)O)O
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)NCCn1cnc2ccccc21,24,1,0.0,0.3143700193613767,0.5308332238346338,other_midsize,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)NCCN4C=NC5=CC=CC=C54)OC)OC)OC
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)Nc1nc[nH]n1,24,1,0.0,0.292282418658336,0.4687483012676239,other_midsize,CC(C)C1=NC(=NN1)NC(=O)C(CCSC)NC2=CC=C3C(=CC2=O)C(CCC4=CC(=C(C(=C43)OC)OC)OC)NC(=O)C
O=C1c2ccc3c(c2CN1CCCCCN1Cc2c(ccc4c2O[C@@]2(CCCC5CCCCC52)C4)C1=O)O[C@@]1(CCCC2CCCCC21)C3,24,2,0.0,0.1998444193353255,0.37849285329381627,glycoside_or_sugar_rich,C[C@@H]1CCC2[C@@]([C@@]13CC4=C(C=C5C(=C4O3)CN(C5=O)CCCC[C@@H](C(=O)O)N6CC7=C8C(=C(C=C7C6=O)O)C[C@@]9(O8)[C@@H](CCC1[C@@]9(C[C@H]([C@H](C1(C)C)O)O)C)C)O)(CC[C@H](C2(C)C)O)C
c1ccc2cc(-c3ccc4ccccc4c3)ccc2c1,24,1,0.0,0.13804348558187482,0.13979801038901007,aromatic_rich_polycycle,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O
O=[PH](OCC1CCC(n2cnc3cncnc32)O1)O[PH](=O)OC[C@@H]1CC[C@H]([n+]2ccccc2)O1,24,1,0.75,0.9298172493775686,0.8291403179367384,glycoside_or_sugar_rich,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
O=C(OC12CCCC34C5CC6CCC(C5C6)C(CC13)C4NC2)c1ccccc1,23,1,0.0,0.2210407885520354,0.2755094028037527,glycoside_or_sugar_rich,CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C
O=C1/C=C/C(=O)[C@@]23C(=O)N[C@@H](Cc4c[nH]c5ccccc45)[C@@H]2CC2O[C@H]2[C@@H]3/C=C/CC/C=C/C1,23,1,0.0,0.4111099722592727,0.8444270336109659,other_macrocycle,C[C@H]\1C/C=C/[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)/C=C/C(=O)[C@@H](/C(=C1)/C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C
O=C1CNC(=O)COC(=O)C2CCCN2C(=O)CCNC(=O)C(Cc2ccccc2)NC(=O)CN1,23,2,0.0,0.4600556635338327,0.5907695954260619,cyclic_depsipeptide_like,CC1CCN2C1C(=O)OC(C(=O)N(C(C(=O)N(C(C(=O)NC(C(=O)NCCC2=O)CC3=CC=CC=C3)C(C)C)C)C(C)C)C)CC(C)C
O=c1oc2c(CN3CC4CC(C3)c3cccc(=O)n3C4)cccc2cc1Cc1ccccc1,23,1,0.08695652173913043,0.443694734055063,0.4244560936222906,aromatic_rich_polycycle,CC1=C(C(=O)OC2=C1C=CC(=C2CN3CC4CC(C3)C5=CC=CC(=O)N5C4)O)CC6=CC=CC=C6
O=C(/C=C/c1ccccc1)OC[C@@H]1CCC[C@H](OC[C@@H]2CCC[C@H](O[C@@H]3OC=C[C@H]4CC=C[C@@H]34)O2)O1,22,2,0.0,0.46642580899325287,0.4470775642178275,glycoside_or_sugar_rich,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)O[C@H]4[C@H]5[C@H](CC=C5CO)C(=CO4)C(=O)OC)O)O)O)O)O)O
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)NCCn1c(=O)c(=O)[nH]c2ccccc21,22,1,0.0,0.2832508683204651,0.47365805438973685,other_midsize,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)NCCN4C5=CC=CC=C5NC(=O)C4=O)OC)OC)OC
O=c1[nH]cccc1Cc1ccc(-c2ccccc2)o1,22,1,0.0,0.16681905531070448,0.18628766658631235,aromatic_rich_polycycle,CC1=CC(=C(C(=O)N1)C(CC(=O)OC)C2=CC=C(O2)C3=CC=C(C=C3)C(=O)O)O
c1ccc(-c2nccc3ccccc23)cc1,22,2,0.8636363636363636,0.893167104233395,0.8753633539785038,aromatic_rich_polycycle,CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl
C=C(CCO[C@H]1CCCCO1)C(=O)OC[C@@H]1CCC[C@H](OCCC(=C)C(=O)OC2CCCOC2)O1,21,2,0.0,0.31144468628224875,0.31197752697127207,glycoside_or_sugar_rich,C=C(CCO)C(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OCCC(=C)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCC(=C)C(=O)OC3COC(C(C3O)O)COC(=O)C(=C)CCO)O)O)O)O)O)O
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)N1CCc2[nH]c3ccccc3c2C1,21,1,0.0,0.33637197954314096,0.5367281053747449,other_midsize,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)N4CCC5=C(C4)C6=C(N5)C=CC(=C6)OC)OC)OC)OC
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)N1CCc2ccccc2C1,21,1,0.0,0.3998551049402782,0.5518774290879568,other_midsize,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)N4CC5=CC(=C(C=C5CC4C(=O)N)OC)OC)OC)OC)OC
O=C(OC[C@]12CCC[C@]34C(NC1)C(C[C@H]23)C1CC[C@@H]2C[C@H]1[C@H]4C2)c1ccccc1,21,1,0.0,0.5072761312836692,0.6659515961295083,polycyclic_aliphatic_like,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2[C@@H]([C@@](C31)([C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@H]5[C@H]6OC)OC)O)O)OC)OC)COC(=O)C7=CC=CC=C7N
O=C(/C=C/c1ccccc1)O[C@@H]1CO[C@@H](OCCc2ccccc2)C[C@H]1O[C@H]1CCCCO1,21,1,0.047619047619047616,0.6831858711583274,0.7167710321290153,glycoside_or_sugar_rich,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O
c1ccc(C(c2ccccc2)n2cncn2)cc1,21,1,0.5714285714285714,0.7655264266899654,0.5497362996850695,aromatic_rich_polycycle,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3
C1=C[C@H]2O[C@@H]3CCC(C2CC1)[C@]31CO1,20,1,0.0,0.27448306083679197,0.37577327340841293,glycoside_or_sugar_rich,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H](C[C@H]([C@@]34CO4)O2)OC(=O)/C=C\C=C\[C@@H]([C@H](C)O)O)C)CO
O=C1CCCc2ncccc2C(=O)OCC2OC34CC(CC(OC(=O)c5ccccc5)C3CCC2C4)O1,20,1,0.0,0.37995967268943787,0.6142222702503204,other_macrocycle,CC1CCC2=C(C=CC=N2)C(=O)OCC3(C4C(C(C5(C(C(C(C(C5(C4O)O3)(C)O)OC1=O)OC(=O)C)OC(=O)C6=CC=CC=C6)COC(=O)C)OC(=O)C)OC(=O)C)C
C(=Cc1ccc2ccccc2n1)c1cccc(C(CCc2ccccc2)SCC2CC2)c1,19,1,0.0,0.3903410050429795,0.4599367772278033,aromatic_rich_polycycle,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
C(=Nc1ccccc1)c1cccc2ccc(-c3ccc4cccc(C=Nc5ccccc5)c4c3)cc12,19,1,0.0,0.2696905873323741,0.3487985345878099,aromatic_rich_polycycle,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=NC3=C(C(=CC=C3)Cl)C)C(=C1C4=C(C5=C(C=C4C)C(=C(C(=C5C=NC6=C(C(=CC=C6)Cl)C)O)O)C(C)C)O)O
C=C1NC(=O)CCCNC(=O)CC(/C=C/C=C/CCCc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCNC(=O)CNC(=O)CNC1=O,19,1,0.0,0.3951331377029419,0.9134855835061324,cyclic_peptide_like,CC1C(NC(=O)C(NC(=O)C(C(NC(=O)C(NC(=O)C(NC(=O)C(=C)N(C(=O)CCC(NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CC2=CC=CC=C2)/C=C/C(=C/C(C)C(CC3=CC=CC=C3)OC)/C
O=C(/C=C/c1ccccc1)O[C@@H]1[C@@H](CO[C@H]2CCCCO2)O[C@@H](OCCc2ccccc2)C[C@H]1O[C@H]1CCCCO1,19,3,0.0,0.7993094983853792,0.8152827495022824,glycoside_or_sugar_rich,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCC3=CC(=C(C=C3)O)O)O)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)C)O)O)O)OC(=O)/C=C/C5=CC(=C(C=C5)O)O)O)O)O
O=C(NCCc1ccccc1)c1ccc(N2C(=O)C3Cc4c([nH]c5ccccc45)C(c4ccccc4)N3C2=O)cc1,19,1,0.0,0.35570600236717026,0.3836767767605029,large_peptide_like,CC1=CC=C(C=C1)C2C3=C(CC4N2C(=O)N(C4=O)C5=CC=C(C=C5)C(=O)NCCC6=CC=CC=C6)C7=CC=CC=C7N3
O=C(OCCC1(COC(=O)c2ccccc2)CCC2(CCCC3C(COC(=O)c4ccccc4)C(OC(=O)c4ccccc4)CCC32)O1)c1ccccc1,19,1,0.0,0.18375804628196513,0.21013255887909935,other_midsize,CC1CCC2C(C13CCC(O3)(CCOC(=O)C4=CC=CC=C4)COC(=O)C5=CC=CC=C5)(CCC(C2(C)COC(=O)C6=CC=CC=C6)OC(=O)C7=CC=CC=C7)C
O=C(c1ccco1)N1CCN(c2ncc3ccccc3n2)CC1,19,1,0.0,0.3548456830413718,0.40654754952380534,aromatic_rich_polycycle,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
O=C1CNC(=O)C(NC(=O)NCCc2ccccc2)CCCCNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)C(CCc2ccccc2)N1,19,1,0.0,0.42330214694926616,0.6784035171333113,cyclic_peptide_like,CC1C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)NC(C(=O)N1C)CCC2=CC=C(C=C2)O)C(C)C)NC(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)CC4=CC=CC=C4
O=C1OCc2cc3c(cc21)CC1C(CCC24COC(CCC12)O4)O3,19,5,0.0,0.2792243055607143,0.38297709508946065,polycyclic_aliphatic_like,CC1=C2COC(=O)C2=C(C3=C1OC4(CC(C56C(OC(O5)(CC(C6(C4C3)C)O)OC)(C)C)O)C)OC
O=c1[nH]c(=S)n(CCC2=CCCCC2)cc1C(c1cccc(C[NH+]2CC3CC(C2)c2cccc(=O)n2C3)c1)c1cn(CCC2=CCCCC2)c(=S)[nH]c1=O,19,1,0.0,0.3435421762497802,0.3827712175093199,other_midsize,COC1=C(C=C(C=C1)C(C2=C(N(C(=S)NC2=O)CCC3=CCCCC3)O)C4=C(N(C(=S)NC4=O)CCC5=CCCCC5)[O-])C[NH+]6CC7CC(C6)C8=CC=CC(=O)N8C7
O=c1c(SC2CCCCO2)c(SC2CCCCO2)cnn1-c1ccccc1,19,1,0.0,0.2425214534527377,0.25926634120313746,polycyclic_aliphatic_like,CC(=O)OCC1C(C(C(C(O1)SC2=C(C(=O)N(N=C2)C3=CC=CC=C3)SC4C(C(C(C(O4)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C
c1ccc(OCCCOc2ccccc2)cc1,19,1,0.0,0.18576838311396146,0.1980567323534112,other_midsize,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O
O=C(/C=C/c1ccccc1)O[C@H]1C[C@@H](CO[C@H]2CCCCO2)O[C@@H](OCCc2ccccc2)C1,19,1,0.05263157894736842,0.4321204894467404,0.4276284230382819,glycoside_or_sugar_rich,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCC3=CC(=C(C=C3)O)O)O)OC(=O)/C=C/C4=CC(=C(C=C4)O)O)O)O)O)O
O=c1c(Cc2ccccc2)cccn1CCc1c[nH]c2ccccc12,19,1,0.2631578947368421,0.502421866122045,0.5038260833213204,aromatic_rich_polycycle,CC1=CC(=C(C(=O)N1CCC2=CNC3=CC=CC=C32)C(CC(=O)OC)C4=CC(=C(C(=C4)OC)OC)OC)O
O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nc2cn[nH]c12,19,2,0.6842105263157895,0.8453381877196463,0.7688946861185526,other_midsize,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
O=C(COc1ccccc1)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)CN1CCCNC1=O)Cc1ccccc1,18,1,0.0,0.6314364357127084,0.9526566233899858,large_peptide_like,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O
O=C(NCc1ccccc1)c1ccc(N2C(=O)C3Cc4c([nH]c5ccccc45)C(c4ccccc4)N3C2=O)cc1,18,1,0.0,0.4821740703450309,0.5075965308480792,large_peptide_like,CC1=CC=C(C=C1)C2C3=C(CC4N2C(=O)N(C4=O)C5=CC=C(C=C5)C(=O)NCC6=CC=C(C=C6)OC)C7=CC=CC=C7N3
O=C(O[C@]12CCCC34C(NC1)C(C[C@@H]32)C1CC[C@@H]2CC1[C@H]4C2)c1ccccc1,18,1,0.0,0.40908852592110634,0.5850802635153135,polycyclic_aliphatic_like,CCN1C[C@@]2(CC[C@@H](C34[C@@H]2CC(C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7N
O=C1C2=Cc3ccccc3C(=O)[C@]23C2C[C@H]1[C@]14C(=O)c5ccccc5C=C1C(=O)[C@H]3CC24,18,1,0.0,0.2599028423428535,0.29560141844881904,other_midsize,CC1=CC2=C(C(=C1)O)C(=C3C(=O)[C@H]4C(C5[C@]3(C2=O)[C@@H]6C(C5[C@@]47C(=C(C8=C(C7=O)C=C(C=C8O)C)O)C6=O)O)O)O
O=C1C=CCC(C2CCCS(=O)C2)C1,18,1,0.0,0.1880843573146396,0.2820155107312732,other_midsize,CCC/C(=N/OCC)/C1=C(CC(CC1=O)C2CCCS(=O)C2)O
O=C1CC(C2=CC3C(=O)C4OCC(C24)C3c2ccccc2)Oc2ccccc21,18,1,0.0,0.2778777711921268,0.2899521796239746,polycyclic_aliphatic_like,COC1=C(C=CC(=C1)C2C3COC4(C3C(=CC2C4=O)C5C(C(=O)C6=C(C=C(C=C6O5)O)O)O)O)O
O=C1CCc2ncccc2C(=O)OCC2O[C@@]34C[C@H](CCC3CC(=O)[C@@H]2C4)O1,18,4,0.0,0.4358472343948152,0.6969396736886766,other_macrocycle,C[C@H]1[C@@H](C(=O)O[C@H]2[C@@H]([C@@H]([C@]3([C@@H](C(=O)[C@@H]4[C@H]([C@@]3([C@@]2(C)O)O[C@]4(COC(=O)C5=C1N=CC=C5)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)O)C
O=C1CNC(=O)C(CCc2ccccc2)NC(=O)CNC(=O)C(NC(=O)NCCc2ccccc2)CCCCNC(=O)C(CCc2ccccc2)N1,18,1,0.0,0.4252189364698198,0.619427964091301,cyclic_peptide_like,CCC(C)C1C(=O)NC(C(=O)N(CC(=O)NC(C(=O)NCCCCC(C(=O)N1)NC(=O)NC(CC2=CC=CC=C2)C(=O)O)CCC3=CC=C(C=C3)O)C)CCC4=CC=C(C=C4)O
O=C1CNC(=O)[C@H](NC(=O)NCCc2ccccc2)CCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CCc2ccccc2)N1,18,1,0.0,0.48343195021152496,0.7486242685053084,cyclic_peptide_like,CC[C@@H](C)[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)NCCCC[C@H](C(=O)N1)NC(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)O)CC3=CC=CC=C3)C)C)CCC4=CC=C(C=C4)O
O=C1NCC2=N[C@H](CS2)C(=O)NCC2=N[C@@H](CO2)C(=O)NCc2nc1cs2,18,1,0.0,0.37089166127973133,0.49929402271906537,cyclic_peptide_like,CC[C@H](C)[C@H]1C2=N[C@@H]([C@H](O2)C)C(=O)NCC3=NC(=CS3)C(=O)N[C@@H](C4=N[C@H](CS4)C(=O)N1)[C@@H](C)CC
O=c1[nH]c(=O)c2nc(CNc3ccc(S(=O)(=O)Nc4ccon4)cc3)cnc2[nH]1,18,1,0.0,0.29798632197909886,0.3884544720252355,aromatic_rich_polycycle,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=O)NC(=O)N4
O=c1[nH]c(=O)n(-c2ccccc2)cc1C1NCCc2ccccc21,18,1,0.0,0.27010311931371683,0.32801243248913026,aromatic_rich_polycycle,CC1=CC(=C(C(=C1)C)N2C(=C(C(=O)NC2=O)C3C4=CC=CC=C4CCN3)O)C
O=c1ccc2c3ccc(=O)c4ccc5c(c6c(ccc1c26)CCC5)c43,18,1,0.0,0.2709331628349092,0.36754498630762095,aromatic_rich_polycycle,CC(=O)C1C2=C3C4=C(CC1(C)O)C(=C(C5=C4C(=C6C3=C(C(=O)C=C6OC)C(=C2OC)O)C(=CC5=O)OC)O)OC
O=c1[nH]cnc2ncc(CNc3ccc(S(=O)(=O)Nc4ccon4)cc3)nc12,18,1,0.1111111111111111,0.4262874465849664,0.5183649675713645,aromatic_rich_polycycle,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N
O=C(NCc1ccccc1)c1cccnc1Oc1ccc2c(c1)OCO2,18,1,0.3888888888888889,0.8224524358908335,0.7988137702147166,aromatic_rich_polycycle,CC(C(=O)O)OC1=CC(=C(C=C1)CNC(=O)C2=C(N=CC=C2)OC3=CC4=C(C=C3)OCO4)F
O=C1C2=COC(OC3CCCCO3)CC2CC2c3[nH]c4ccccc4c3CCN12,18,2,0.5,0.8036748369534811,0.8167712721559737,glycoside_or_sugar_rich,C=CC1C2CC3C4=C(CCN3C(=O)C2=COC1OC5C(C(C(C(O5)CO)O)O)O)C6=CC=CC=C6N4
c1ccc(CCNC2CCc3ccccc3C2)cc1,18,1,0.6666666666666666,0.8729235794809129,0.8363787730534872,small_heteroaromatic,CCOC(=O)COC1=CC2=C(CCC(C2)NCC(C3=CC(=CC=C3)Cl)O)C=C1
O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-n3cncn3)nccc12,18,2,1.0,0.9954337908162011,0.9841411776012845,aromatic_rich_polycycle,CC1=NN(C=N1)C2=NC=C(C3=C2N(C=C3C(=O)C(=O)N4CCN(CC4)C(=O)C5=CC=CC=C5)COP(=O)(O)O)OC
O=C(CC(c1ccccc1)c1cnc2ccccn2c1=O)NCCc1ccccc1,17,1,0.0,0.44227015446214113,0.47184598358238444,aromatic_rich_polycycle,COC1=C(C=CC(=C1)C(CC(=O)NCCC2=CC(=C(C=C2)O)O)C3=C(N=C4C=CC=CN4C3=O)O)OCC(=O)N
O=C(NCCCc1ccccc1)c1ccc(N2C(=O)C3Cc4c([nH]c5ccccc45)C(c4ccccc4)N3C2=O)cc1,17,1,0.0,0.27053391758133377,0.32763562482946057,large_peptide_like,CC1=CC=C(C=C1)C2C3=C(CC4N2C(=O)N(C4=O)C5=CC=C(C=C5)C(=O)NC(C)CCC6=CC=CC=C6)C7=CC=CC=C7N3
O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OCC4COC(Cn5cncn5)(c5ccccc5)O4)cc3)CC2)cc1,17,1,0.0,0.6881119880606147,0.6880107337937635,other_midsize,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
O=c1ccc2ccc3c(c2o1)CN(Cc1ccco1)CO3,17,1,0.0,0.21920484830351433,0.24041145163423874,aromatic_rich_polycycle,CC1=C(C(=O)OC2=C1C=CC3=C2CN(CO3)CC4=CC=CO4)CC(=O)OC
c1ccc(Sc2ccccc2)cc1,17,2,0.0,0.35907573340570226,0.40903306270346923,other_midsize,COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC
O=C(C1CCCO1)N1CCN(c2ncc3ccccc3n2)CC1,17,1,0.4117647058823529,0.5811479021521175,0.5303369927055696,polycyclic_aliphatic_like,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
O=C(OCCN1CCN(C(c2ccccc2)c2ccccc2)CC1)C1=CNC=CC1c1ccccc1,17,1,0.8235294117647058,0.986359764547909,0.9492310460876016,aromatic_rich_polycycle,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC
C=C1[C@H](OC(=O)c2ccccc2)CCC/C=C/CC(=O)C2CCC[C@@H]2[C@H]1OC(=O)c1ccccc1,16,2,0.0,0.2960564699023962,0.32164235226809973,other_macrocycle,C[C@H]1/C=C/C([C@@H]([C@@H]([C@H](C(=C)[C@@H]([C@H]2[C@H]([C@](C[C@@]2(C1=O)O)(C)OC(=O)C)O)OC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4)O)OC(=O)C)(C)C
O=C(CC1NC(=O)c2ccccc2NC1=O)NCCNC(=O)c1cc2ccccc2[nH]1,16,1,0.0,0.17273172084242103,0.1948311412706971,aromatic_rich_polycycle,CN1C2=CC=CC=C2C=C1C(=O)NCCNC(=O)CC3C(=O)NC4=CC=CC=C4C(=O)N3
O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1,16,2,0.0,0.22036968264728782,0.27688024938106537,small_heteroaromatic,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
O=C1C2=C[C@@H]3C[C@H]4COC(C3=O)[C@@]24Oc2cc3c(cc21)C=CCO3,16,1,0.0,0.3782774042338133,0.8497137762606144,polycyclic_aliphatic_like,CC(=CCC[C@@]1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)O[C@@]45[C@H]6C[C@@H](C=C4C3=O)C(=O)[C@@]5(OC6(C)C)C/C=C(/C)\C(=O)O)O)C)C
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1,16,1,0.0,0.6630592718720436,0.9553779549896717,aromatic_rich_polycycle,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC(=CC=C3)OP(=O)(OC4=CC=CC=C4)OC5=CC=CC=C5
O=[PH](OCC1CCC(c2ccc3cncnn23)O1)Oc1ccccc1,16,1,0.0,0.8487108424305916,0.9371183700859547,other_midsize,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4
c1ccc(-c2cccnc2-c2cccnc2)cc1,16,1,0.0,0.3467265861108899,0.32712470926344395,aromatic_rich_polycycle,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C
c1ccc(N=Nc2ccc(N=Nc3cccc4ccccc34)cc2)cc1,16,2,0.0,0.2138772974722087,0.21190515067428348,aromatic_rich_polycycle,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O
c1ccc(OCCCCc2nn[nH]n2)cc1,16,1,0.0,0.16015579784288997,0.2172883842140436,small_heteroaromatic,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCCC2=NNN=N2
