murcko_scaffold,spectra,unique_targets,exact_top10,tanimoto_top10,mist_tanimoto,chem_class,example_smiles
O=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1,54,2,0.07407407407407407,0.6456843344149766,0.6828262694180012,glycoside_or_sugar_rich,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)NC)O)(C)OC)C)C)O)(C)O
c1ccc(Oc2cnc3ccccc3n2)cc1,53,2,0.33962264150943394,0.7252062117716052,0.7017466926349784,aromatic_rich_polycycle,CC(C(=O)OCCON=C(C)C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl
O=C1C(SC2CCCCO2)=C(SC2CCCCO2)C(=O)c2ccccc21,52,2,0.0,0.582837102504877,0.631591640985929,glycoside_or_sugar_rich,CC1=C(C2=C(C(=C1O)O)C(=O)C(=C(C2=O)SC3C(C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)SC4C(C(C(C(O4)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)O
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,52,2,0.17307692307692307,0.6036696170385067,0.5815351502253459,aromatic_rich_polycycle,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
O=C1C=C[C@@H]2C[C@H]3OC(=O)C[C@H]4C5CC[C@H](C2C1)[C@@]34CO5,51,2,0.0,0.17884863284873023,0.2363158078754649,glycoside_or_sugar_rich,CC1=C(C(=O)C[C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)OC(=O)/C=C(\C)/C(C)C)(OC5)C(=O)OC)O)O)C)O
O=C(CCCNc1ccc2c(cc1=O)CCCc1ccccc1-2)N1CCCCC1,49,1,0.0,0.3205228352120944,0.4570705334142763,polycyclic_aliphatic_like,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NCCCC(=O)N4CCC(CC4)NC(=O)OC(C)(C)C)OC)OC)OC
c1cnc2ccnn2c1,49,1,0.04081632653061224,0.6179150671375041,0.7262816745407727,small_heteroaromatic,CCOC(=O)C1=CN2C(=CC(=N2)OP(=S)(OCC)OCC)N=C1C
C1=C2CCCCC2C2CCC3CCCC3C2C1,48,1,0.0,0.21187117043882606,0.2609016889085372,glycoside_or_sugar_rich,CC(C)C(=CC(=O)OC1CC2C3(CCC(CC3=CCC2(C4(C1(C(CC4)(C(=O)C)O)C)O)O)O)C)C
O=C1C=Cc2ccc(-c3ccc4c(c3)C(=CNc3ccccc3)C(=O)C=C4)cc2C1=CNc1ccccc1,48,2,0.0,0.2689303695224225,0.4082777992201348,other_midsize,CC1=CC2=C(C(=CNC3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C)C(=O)C(=C2C(C)C)O)C(=C1C4=C(C5=C(C=C4C)C(=C(C(=O)C5=CNC6=CC(=C(C(=C6)C(C)(C)C)O)C(C)(C)C)O)C(C)C)O)O
O=C1COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)NC(=O)COC(=O)[C@H](Cc2ccccc2)N1,48,1,0.0,0.6636894146601359,0.8527409906188647,cyclic_depsipeptide_like,CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C
c1ccc(OCc2nnc(SC3CCCCO3)n2C2CCCC2)cc1,48,1,0.0,0.3568077104476591,0.4391311450550954,polycyclic_aliphatic_like,CC1=CC=C(C=C1)OCC2=NN=C(N2C3CCCC3)SC4C(C(C(C(O4)COC(=O)C)OC(=O)C)OC(=O)C)NC(=O)C
O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2ccccc2)cc1,48,1,0.125,0.5025261209035913,0.5673763702313105,other_midsize,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
O=C1C=C2C=CNC=C2C(=O)C1,47,11,0.0,0.2322850295520843,0.3295696149481103,other_midsize,CC[C@H](C)/C=C(\C)/C=C/C1=CC2=C(C(=O)[C@](C(=O)C2=CN1CCO)(C)OC(=O)C)Cl
C1CC[C@@H](OC[C@H]2CCC[C@@H](OC[C@H]3CCC4C5CC[C@H]6CCCCC6[C@@H]5CC[C@@H]43)O2)OC1,46,1,0.0,0.6993156703917877,0.6770111328881719,glycoside_or_sugar_rich,CC(=CCC[C@](C)([C@H]1CC[C@]2([C@@H]1[C@H](C[C@@H]3[C@@]2(C[C@H]([C@@H]4[C@]3(CC[C@H](C4(C)C)O)C)O)C)O)C)O[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)CO[C@@H]6[C@@H]([C@H]([C@H](CO6)O)O)O)O)O)O)C
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)N1CCN(C(=O)c2ccco2)CC1,46,1,0.0,0.42609427998895233,0.5752960213500521,other_midsize,CCC(C)C(C(=O)N1CCN(CC1)C(=O)C2=CC=CO2)NC3=CC=C4C(=CC3=O)C(CCC5=CC(=C(C(=C54)OC)OC)OC)NC(=O)C
O=S(=O)(Nc1ccccn1)c1ccc(N=Nc2ccccc2)cc1,46,2,0.021739130434782608,0.34109951037427655,0.36879790606706037,aromatic_rich_polycycle,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)N1CCN(Cc2ccc3c(c2)OCO3)CC1,45,1,0.0,0.3635169227917989,0.5543680806954702,other_midsize,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6)OC)OC)OC
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)N1CCCC1c1ccccc1,44,1,0.0,0.3766949979419058,0.5878638604825194,other_midsize,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)N4CCCC4C5=C(C=C(C=C5)OC)OC)OC)OC)OC
O=C(C=Cc1ccccc1)NCCCN(CCCCN(CCCNC(=O)C=Cc1ccccc1)C(=O)C=Cc1ccccc1)C(=O)C=Cc1ccccc1,43,1,0.0,0.8743780563737071,0.7812537744987843,large_peptide_like,C1=CC(=CC=C1C=CC(=O)NCCCN(CCCCN(CCCNC(=O)C=CC2=CC=C(C=C2)O)C(=O)C=CC3=CC=C(C=C3)O)C(=O)C=CC4=CC=C(C=C4)O)O
O=C(C=Cc1ccccc1)OC1COC(OCCc2ccccc2)CC1OC1CCCCO1,43,2,0.0,0.5025591784438421,0.5291633456945419,glycoside_or_sugar_rich,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C)OCCC3=CC(=C(C=C3)O)O)CO)OC(=O)C=CC4=CC(=C(C=C4)O)O)O)O)O
O=C(CCCNc1ccc2c(cc1=O)CCCc1ccccc1-2)N1CCNCC1,43,1,0.0,0.3426799853873807,0.45011482474415804,polycyclic_aliphatic_like,CCOC(=O)N1CCN(CC1)C(=O)CCCNC2=CC=C3C(=CC2=O)C(CCC4=CC(=C(C(=C43)OC)OC)OC)NC(=O)C
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)NCCc1c[nH]c2ccccc12,43,1,0.0,0.338866768881332,0.51802818165269,other_midsize,CC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC3=CC=C4C(=CC3=O)C(CCC5=CC(=C(C(=C54)OC)OC)OC)NC(=O)C
O=C(c1ccccc1)C1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6,43,1,0.0,0.27429851456437,0.34835448168044864,polycyclic_aliphatic_like,CCN1CC2(CCC(C34C2C(C(C31)C5(CC(C6(CC4C5C6C(=O)C7=CC=C(C=C7)OC)O)OC)OC(=O)C)OC)OC)COC
O=C1C=CCC(C2CCOCC2)C1,43,1,0.0,0.44783118193925814,0.7339203246804171,other_midsize,CCC(=NOC/C=C/Cl)C1=C(CC(CC1=O)C2CCOCC2)O
O=c1[nH][nH]c(Cc2ccccc2)c1Cc1cccnc1,43,1,0.0,0.18393382516711254,0.2239520553239556,aromatic_rich_polycycle,COC1=CC=C(C=C1)CC2=C(C(=O)NN2)C(CC(=O)OC)C3=CN=CC=C3
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)N1CCN(Cc2ccccc2)CC1,42,1,0.0,0.49610488010304316,0.6372344703191802,other_midsize,CC(C)C(C(=O)N1CCN(CC1)CC2=C(C(=C(C=C2)OC)OC)OC)NC3=CC=C4C(=CC3=O)C(CCC5=CC(=C(C(=C54)OC)OC)OC)NC(=O)C
O=c1cc(Cc2ccnc3ccccc23)oc(CN2CCc3ccccc3C2c2ccccc2)c1,42,1,0.0,0.38862491257133935,0.5068266530122075,aromatic_rich_polycycle,COC1=CC(=CC(=C1OC)OC)C2C3=CC(=C(C=C3CCN2CC4=CC(=O)C(=C(O4)C(CC(=O)OC)C5=CC=NC6=CC=CC=C56)O)OC)OC
O=C(CCCNc1ccc2c(cc1=O)CCCc1ccccc1-2)Nc1ccccc1,41,1,0.0,0.270760532922861,0.38607538963963345,aromatic_rich_polycycle,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NCCCC(=O)NC4=CC(=CC=C4)SC)OC)OC)OC
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)N1CCN(c2ccccc2)CC1,41,1,0.0,0.4297994618735662,0.6866786796145323,other_midsize,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)N4CCN(CC4)C5=CC=C(C=C5)OC)OC)OC)OC
C=C1C[C@H]2CCCC2C(=O)C/C=C/CCC[C@H]1OC(=O)c1ccccc1,40,5,0.0,0.307189530134201,0.389796344935894,other_macrocycle,C[C@H]1/C=C/C([C@@H]([C@@H]([C@H](C(=C)[C@@H]([C@H]2[C@H]([C@](C[C@@]2(C1=O)O)(C)OC(=O)C)OC(=O)C)OC(=O)C(C)C)OC(=O)C3=CC=CC=C3)OC(=O)C)OC(=O)C)(C)C
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)NCc1ccccc1,39,1,0.0,0.37761955498120725,0.6107022177714568,other_midsize,CC(C)C(C1=CC(=C(C=C1)OC)OC)NC(=O)C(CCSC)NC2=CC=C3C(=CC2=O)C(CCC4=CC(=C(C(=C43)OC)OC)OC)NC(=O)C
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)Nc1ncc(-c2ccccc2)s1,39,1,0.0,0.3481764709338164,0.6194601746705862,aromatic_rich_polycycle,CCC(C)C(C(=O)NC1=NC(=C(S1)C2=CC=CC=C2)C(=O)OC)NC3=CC=C4C(=CC3=O)C(CCC5=CC(=C(C(=C54)OC)OC)OC)NC(=O)C
c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1,39,2,0.2564102564102564,0.5260689084728559,0.5236292053491641,other_midsize,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
O=C(CCCN1CCC(OC(c2ccccc2)c2ccccc2)CC1)c1ccccc1,39,2,0.8461538461538461,0.8937383783169282,0.8538177005755596,other_midsize,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4
O=C(CCC(=O)OCc1ccc(OC2CCCCO2)cc1)OCc1ccc(OC2CCCCO2)cc1,38,1,0.0,0.3091841500840689,0.27694751322269434,glycoside_or_sugar_rich,C1=CC(=CC=C1COC(=O)CC(CC(=O)O)(C(=O)OCC2=CC=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)O)OC4C(C(C(C(O4)CO)O)O)O
C=C(COC1CCCC(COC2CCCCO2)O1)C1Cc2c(ccc3c2OC2COc4ccccc4C2C3=O)O1,37,1,0.0,0.23924045224447504,0.2331913016937874,glycoside_or_sugar_rich,COC1=C(C=C2C(=C1)C3C(CO2)OC4=C(C3=O)C=CC5=C4CC(O5)C(=C)COC6C(C(C(C(O6)COC7C(C(C(CO7)O)O)O)O)O)O)OC
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)Nc1cnc2ccccc2c1,37,1,0.0,0.36435827210142807,0.542082270657694,other_midsize,CCC(C)C(C(=O)NC1=CN=C2C=C(C=CC2=C1)OC)NC3=CC=C4C(=CC3=O)C(CCC5=CC(=C(C(=C54)OC)OC)OC)NC(=O)C
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)Nc1nc2ccccc2s1,37,1,0.0,0.2333208682972031,0.3318178621498314,aromatic_rich_polycycle,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)NC4=NC5=CC=CC=C5S4)OC)OC)OC
O=C1C=CC2C(=CC(=O)C3C2CCC2C(c4ccoc4)CC4OC423)C1,37,1,0.0,0.18820754680279136,0.21112017414054352,polycyclic_aliphatic_like,CC(=O)OC1CC2(C(CC3C2(O3)C4(C1C5(C=CC(=O)C(C5=C(C4=O)O)(C)C)C)C)C6=COC=C6)C
O=C1Cn2c(nc3ccccc32)CN1CC1CCCN2CCCCC12,37,1,0.02702702702702703,0.328242026873537,0.34645605933021856,polycyclic_aliphatic_like,CCC(=O)NC1=CC2=C(C=C1)N3CC(=O)N(CC3=N2)CC4CCCN5C4CCCC5
O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21,36,1,0.0,0.5319047255648507,0.6171310130092833,polycyclic_aliphatic_like,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
O=C1CC2CC(Oc3ccccc32)N1CCNc1ncnc2nc[nH]c12,36,1,0.0,0.167723699990246,0.23668040956060088,other_midsize,CC12CC(C(C(=O)N1CCNC3=NC=NC4=C3NC=N4)C(=O)N)C5=CC=CC=C5O2
O=C1CCCc2ncccc2C(=O)OCC2OC34CC2CCC3CC(OC(=O)c2ccoc2)C(C4)O1,36,1,0.0,0.41026049024528927,0.7682967595756054,other_macrocycle,CC1CCC2=C(C=CC=N2)C(=O)OCC3(C4C(C(C5(C(C(C(C(C5(C4OC(=O)C)O3)(C)O)OC1=O)OC(=O)C6=COC=C6)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C
O=C1CC(N2CCc3c([nH]c4ccccc34)C2)C(=O)N1,36,1,0.027777777777777776,0.29450653224355644,0.32191215952237445,polycyclic_aliphatic_like,CN1C(=O)CC(C1=O)N2CCC3=C(C2)NC4=C3C=C(C=C4)OC
O=C(CCCCCNc1ccc2c(cc1=O)CCCc1ccccc1-2)Nc1nc2c(s1)CCC2,35,1,0.0,0.36219030576092853,0.5252063385077885,other_midsize,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NCCCCCC(=O)NC4=NC5=C(S4)CCC5)OC)OC)OC
O=C(COc1ccc2c(=O)c(-c3ccc4c(c3)OCCO4)coc2c1)NCCc1ccccc1,35,1,0.0,0.17683705346924913,0.18408621677330558,other_midsize,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)COC2=CC(=C3C(=C2)OC=C(C3=O)C4=CC5=C(C=C4)OCCO5)O
O=C(O[C@H]1C2CCC3C4C[C@@H]5C6CCCC5(C4NC6)[C@H](C2)[C@@H]31)c1ccccc1,35,1,0.0,0.4273724521909441,0.5200074992009571,glycoside_or_sugar_rich,CN1C[C@@]2(CCC(C34[C@@H]2C(C(C31)[C@@]5([C@@H]6[C@H]4C[C@@]([C@@H]6OC(=O)C7=CC=CC=C7)([C@H]([C@@H]5O)OC)O)O)OC)OC)COC
O=c1cc(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,35,1,0.0,0.15434448059116088,0.15266098401376177,glycoside_or_sugar_rich,CC(C)CC(C(=O)OC(C)(C)C)NC(=O)C(C(C)C)NC(=O)C1C(C(C(C(O1)OC2=C(C(=C3C(=C2)OC(=CC3=O)C4=CC=CC=C4)O)O)O)O)O
O=C1C[C@@H](c2ccc3c(c2)O[C@H](c2ccccc2)CO3)Oc2ccccc21,35,1,0.11428571428571428,0.72703757584095,0.8274693650858743,aromatic_rich_polycycle,COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C(O2)C=C(C=C3)[C@@H]4[C@H](C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
O=C1O[C@H]2C[C@@H](C/C=C/[C@@H](O[C@H]3CC[C@@H](O[C@H]4CCCCO4)CO3)C/C=C/C=C3\CO[C@@H]4CC=C[C@@H]1C34)O[C@@]1(C=CCCO1)C2,35,2,0.6571428571428571,0.9580831868307931,0.8454267042023795,other_macrocycle,CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)NC)OC)OC)\C)C
O=C(CCCCCNc1ccc2c(cc1=O)CCCc1ccccc1-2)Nc1ncc(-c2ccccc2)s1,34,1,0.0,0.32667603256071315,0.5184976629474584,aromatic_rich_polycycle,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NCCCCCC(=O)NC4=NC(=C(S4)C5=CC=CC=C5)C(=O)OC)OC)OC)OC
c1ccc(-c2ccccc2-c2nn[nH]n2)cc1,34,1,0.35294117647058826,0.5813066012719098,0.5291119020651368,aromatic_rich_polycycle,C1=CC=C(C(=C1)C2=CC=C(C=C2)C(=O)O)C3=NNN=N3
O=C(CCCNc1ccc2c(cc1=O)CCCc1ccccc1-2)NCc1ccc2c(c1)OCO2,33,1,0.0,0.38412227097785834,0.5514551595304952,other_midsize,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NCCCC(=O)NCC4=CC5=C(C=C4)OCO5)OC)OC)OC
O=C(OCc1coc(Cc2ccccc2)c1)C1CC1,33,1,0.0,0.23507758568633683,0.3034004085894787,small_heteroaromatic,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
O=C1C[C@@H](c2ccc3c(c2)C[C@H](c2ccccc2)O3)Oc2ccccc21,32,1,0.0,0.646457442548126,0.708432418294251,aromatic_rich_polycycle,COC1=C(C=CC(=C1)[C@H]2[C@@H](C3=C(O2)C(=CC(=C3)[C@@H]4[C@H](C(=O)C5=C(C=C(C=C5O4)O)O)O)O)CO)O
O=C1CCCc2ncccc2C(=O)OCC2OC34CC2CCC3CC(OC(=O)c2ccccc2)C(C4)O1,31,1,0.0,0.4964849920042099,0.8721682140904088,other_macrocycle,CC1CCC2=C(C=CC=N2)C(=O)OCC3(C4C(C(C5(C(C(C(C(C5(C4OC(=O)C)O3)(C)O)OC1=O)OC(=O)C6=CC=CC=C6)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C
O=S(=O)(c1ccc2c(c1)OCCOCCOc1cc(S(=O)(=O)N3CCc4ccccc4C3)ccc1OCCOCCO2)N1CCc2ccccc2C1,31,1,0.0,0.12758159589382906,0.1394891287049939,other_macrocycle,CC1C2=CC(=C(C=C2CCN1S(=O)(=O)C3=CC4=C(C=C3)OCCOCCOC5=C(C=C(C=C5)S(=O)(=O)N6CCC7=CC(=C(C=C7C6C)OC)OC)OCCOCCO4)OC)OC
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)N1CCc2c([nH]c3ccccc23)C1,30,1,0.0,0.38062955588102343,0.5779547413190206,aromatic_rich_polycycle,CC(C(=O)N1CCC2=C(C1)NC3=CC=CC=C23)NC4=CC=C5C(=CC4=O)C(CCC6=CC(=C(C(=C65)OC)OC)OC)NC(=O)C
O=C1C=CC2C(=O)C3=Cc4ccccc4C[C@H]3C[C@H]2C1,30,4,0.13333333333333333,0.5204808381696542,0.48314235607783,polycyclic_aliphatic_like,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C
C1=C[C@@H](C[C@@H]2NCCc3c2[nH]c2ccccc32)C[C@H](O[C@H]2CCCCO2)O1,29,1,0.0,0.6358766987405974,0.7417648845705492,glycoside_or_sugar_rich,COC(=O)C1=CO[C@H]([C@@H]([C@@H]1C[C@H]2C3=C(C[C@H](N2)C(=O)O)C4=CC=CC=C4N3)C=C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)Nc1nccs1,29,1,0.0,0.25126087408641284,0.39308160954508287,other_midsize,CC(C)CC1=C(N=C(S1)NC(=O)C(CCSC)NC2=CC=C3C(=CC2=O)C(CCC4=CC(=C(C(=C43)OC)OC)OC)NC(=O)C)C(=O)OC
O=C1C=C2Oc3ccccc3C2C(=O)C1=CNCC(=O)N1CCc2ccccc2C1,29,1,0.0,0.20357366728371584,0.26917532548822204,other_midsize,CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(=C(C)NCC(=O)N4CCC5=CC=CC=C5C4)C3=O)O2)C)C(=O)C)O
O=C(Cc1ccccc1)NCCc1ccccc1,29,1,0.034482758620689655,0.32356979980550965,0.3589805020340558,other_midsize,COC1=C(C=CC(=C1)CCNC(=O)C(C2=CC=C(C=C2)Cl)OCC#C)OCC#C
O=C(Nc1ncccn1)NS(=O)(=O)c1ccccn1,29,1,0.034482758620689655,0.6074791314273045,0.7941426388148604,small_heteroaromatic,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
O=C(CCC(=O)OC1CC2CCCC3CCC4OOC32C(O4)O1)NCCc1ccccc1,29,1,0.13793103448275862,0.4231468115387292,0.4194217560620144,polycyclic_aliphatic_like,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)NCCC5=CC(=C(C=C5)O)O)C
O=C(Nc1ncccn1)NS(=O)(=O)c1ccccc1,29,1,0.41379310344827586,0.7200446349793467,0.7771405947619471,other_midsize,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC
C(=C/c1cncn1Cc1ccccc1)/Cc1cccs1,28,1,0.0,0.387532003223896,0.5150156547980649,aromatic_rich_polycycle,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O
O=C1C=C[C@H]2C3CCC4C[C@H]4[C@@H]3C=CC[C@H]12,28,8,0.0,0.1970838978886604,0.2616046470190797,polycyclic_aliphatic_like,CCC/C=C/C=C/C=C\C(=O)O[C@@H]1[C@H]([C@@]2([C@@H]3C=C(C(=O)[C@H]3CC(=C[C@H]2[C@H]4[C@@]1(C4(C)C)OC(=O)C(C)C)CO)C)O)C
O=C1C2CNC3(C(=O)Nc4ccccc43)C2C(=O)N1CCc1ccccc1,27,1,0.0,0.1869860666769522,0.24364035328229264,polycyclic_aliphatic_like,CC1=CC(=C2C(=C1)C3(C4C(C(N3)CCC(=O)N)C(=O)N(C4=O)CCC5=CC=CC=C5)C(=O)N2)C
O=C1C=CC2C1CC=CC1C3CC3CCC21,27,9,0.0,0.25418579688778625,0.3275606566005283,glycoside_or_sugar_rich,C/C=C(\C)/C(=O)OC1C(C2(C(C=C(CC3(C2C=C(C3=O)C)O)CO)C4C1(C4(C)C)OC(=O)C(C)C)O)C
C1CCOCC1,27,12,0.07407407407407407,0.6437689435702784,0.6759352557085179,glycoside_or_sugar_rich,C=CCS(=O)CC(C(=O)O)NCC1(C(C(C(CO1)O)O)O)O
O=C(NCCCNc1ncc2ccccc2n1)C1CCCO1,27,1,0.18518518518518517,0.4400424250849971,0.44988581869337296,small_heteroaromatic,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
O=C(NCC1CCCN2CCCCC12)c1cnc(-c2ccccc2)s1,27,1,0.2222222222222222,0.49383602870835197,0.510945815730978,polycyclic_aliphatic_like,CC1=C(SC(=N1)C2=CC=CC=C2)C(=O)NCC3CCCN4C3CCCC4
O=C1OCC[C@H]2C[C@H](O[C@@H]3OCCC[C@H]3OC(=O)c3ccccc3-c3ccccc3)OC=C12,27,1,0.4444444444444444,0.6879813428278323,0.6926423344347212,polycyclic_aliphatic_like,C=C[C@@H]1[C@@H]2CCOC(=O)C2=CO[C@H]1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)OC(=O)C4=C(C=C(C=C4O)O)C5=CC(=CC=C5)O
C1CC[C@H](O[C@@H]2CCCO[C@H]2O[C@H]2CCC3[C@@H](CCC4C5CCC[C@H]5CC[C@@H]43)C2)OC1,26,1,0.0,0.563039623774015,0.6123915217243708,glycoside_or_sugar_rich,CC(=CC/C=C(/C)\[C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)C
O=C(CCCCCNc1ccc2c(cc1=O)CCCc1ccccc1-2)Nc1nccs1,26,1,0.0,0.3396516895064941,0.4973512836373769,other_midsize,CC(C)C1=C(N=C(S1)NC(=O)CCCCCNC2=CC=C3C(=CC2=O)C(CCC4=CC(=C(C(=C43)OC)OC)OC)NC(=O)C)C(=O)OC
O=C(CNc1ccc2c(cc1=O)CCCc1ccccc1-2)N1CCCC1c1nc2ccccc2s1,26,1,0.0,0.3080683576946075,0.43038628708857757,other_midsize,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)N4CCCC4C5=NC6=CC=CC=C6S5)OC)OC)OC
C1=C[C@H](Cc2nccc3c2[nH]c2ccccc23)C[C@H](O[C@H]2CCCCO2)O1,26,1,0.038461538461538464,0.4850260191238843,0.45587724218001735,other_midsize,C=C[C@@H]1[C@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)O)CC3=NC=CC4=C3NC5=CC=CC=C45
O=C(CCCC(=O)OCc1ccc(OC2CCCCO2)cc1)OCc1ccc(OC2CCCCO2)cc1,25,1,0.0,0.34208685874938966,0.3137600046396255,glycoside_or_sugar_rich,C1=CC(=CC=C1COC(=O)CC(CC(=O)OCC2=CC=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)(C(=O)O)O)OC4C(C(C(C(O4)CO)O)O)O
