bit,threshold
939,0.30000001192092896
940,0.15000000596046448
941,0.25
942,0.30000001192092896
943,0.15000000596046448
944,0.10000000149011612
945,0.3499999940395355
946,0.6000000238418579
947,0.3499999940395355
948,0.05000000074505806
949,0.05000000074505806
950,0.30000001192092896
951,0.18700000643730164
952,0.15000000596046448
953,0.3499999940395355
954,0.10000000149011612
955,0.11999999731779099
956,0.20000000298023224
957,0.07999999821186066
958,0.11999999731779099
959,0.3499999940395355
960,0.30000001192092896
961,0.18700000643730164
962,0.30000001192092896
963,0.30000001192092896
964,0.15000000596046448
965,0.18700000643730164
966,0.5
967,0.019999999552965164
968,0.25
969,0.15000000596046448
970,0.05000000074505806
971,0.15000000596046448
972,0.019999999552965164
973,0.4000000059604645
974,0.18700000643730164
975,0.18700000643730164
976,0.25
977,0.10000000149011612
978,0.07999999821186066
979,0.18700000643730164
980,0.30000001192092896
981,0.3499999940395355
982,0.10000000149011612
983,0.30000001192092896
984,0.3499999940395355
985,0.07999999821186066
986,0.30000001192092896
987,0.10000000149011612
988,0.3499999940395355
989,0.3499999940395355
990,0.10000000149011612
991,0.11999999731779099
992,0.18700000643730164
993,0.18700000643730164
994,0.10000000149011612
995,0.019999999552965164
996,0.30000001192092896
997,0.18700000643730164
998,0.019999999552965164
999,0.15000000596046448
1000,0.11999999731779099
1001,0.30000001192092896
1002,0.3499999940395355
1003,0.30000001192092896
1004,0.11999999731779099
1005,0.18700000643730164
1006,0.4000000059604645
1007,0.11999999731779099
1008,0.15000000596046448
1009,0.20000000298023224
1010,0.3499999940395355
1011,0.5
1012,0.07999999821186066
1013,0.10000000149011612
1014,0.07999999821186066
1015,0.30000001192092896
1016,0.019999999552965164
1017,0.3499999940395355
1018,0.4000000059604645
1019,0.5
1020,0.11999999731779099
1021,0.25
1022,0.6000000238418579
1023,0.30000001192092896
1024,0.10000000149011612
1025,0.15000000596046448
1026,0.11999999731779099
1027,0.25
1028,0.25
1029,0.20000000298023224
1030,0.019999999552965164
1031,0.10000000149011612
1032,0.15000000596046448
1033,0.10000000149011612
1034,0.07999999821186066
1035,0.019999999552965164
1036,0.15000000596046448
1037,0.5
1038,0.18700000643730164
1039,0.019999999552965164
1040,0.6000000238418579
1041,0.6000000238418579
1042,0.25
1043,0.6000000238418579
1044,0.10000000149011612
1045,0.25
1046,0.18700000643730164
1047,0.15000000596046448
1048,0.07999999821186066
1049,0.15000000596046448
1050,0.5
1051,0.15000000596046448
1052,0.6000000238418579
1053,0.18700000643730164
1054,0.07999999821186066
1055,0.05000000074505806
1056,0.4000000059604645
1057,0.18700000643730164
1058,0.11999999731779099
1059,0.10000000149011612
1060,0.4000000059604645
1061,0.4000000059604645
1062,0.20000000298023224
1063,0.11999999731779099
1064,0.15000000596046448
1065,0.15000000596046448
1066,0.4000000059604645
1067,0.10000000149011612
1068,0.05000000074505806
1069,0.11999999731779099
1070,0.18700000643730164
1071,0.11999999731779099
1072,0.25
1073,0.25
1074,0.05000000074505806
1075,0.11999999731779099
1076,0.25
1077,0.20000000298023224
1078,0.019999999552965164
1079,0.20000000298023224
1080,0.11999999731779099
1081,0.10000000149011612
1082,0.07999999821186066
1083,0.18700000643730164
1084,0.019999999552965164
1085,0.11999999731779099
1086,0.05000000074505806
1087,0.30000001192092896
1088,0.20000000298023224
1089,0.3499999940395355
1090,0.20000000298023224
1091,0.5
1092,0.6000000238418579
1093,0.10000000149011612
1094,0.019999999552965164
1095,0.07999999821186066
1096,0.10000000149011612
1097,0.18700000643730164
1098,0.11999999731779099
1099,0.18700000643730164
1100,0.019999999552965164
1101,0.15000000596046448
1102,0.10000000149011612
1103,0.18700000643730164
1104,0.10000000149011612
1105,0.07999999821186066
1106,0.30000001192092896
1107,0.18700000643730164
1108,0.11999999731779099
1109,0.6000000238418579
1110,0.11999999731779099
1111,0.11999999731779099
1112,0.20000000298023224
1113,0.4000000059604645
1114,0.07999999821186066
1115,0.18700000643730164
1116,0.25
1117,0.05000000074505806
1118,0.6000000238418579
1119,0.20000000298023224
1120,0.3499999940395355
1121,0.019999999552965164
1122,0.5
1123,0.07999999821186066
1124,0.019999999552965164
1125,0.15000000596046448
1126,0.4000000059604645
1127,0.20000000298023224
1128,0.25
1129,0.5
1130,0.11999999731779099
1131,0.07999999821186066
1132,0.4000000059604645
1133,0.18700000643730164
1134,0.25
1135,0.18700000643730164
1136,0.6000000238418579
1137,0.019999999552965164
1138,0.20000000298023224
1139,0.5
1140,0.5
1141,0.10000000149011612
1142,0.3499999940395355
1143,0.18700000643730164
1144,0.6000000238418579
1145,0.5
1146,0.15000000596046448
1147,0.30000001192092896
1148,0.07999999821186066
1149,0.10000000149011612
1150,0.18700000643730164
1151,0.6000000238418579
1152,0.20000000298023224
1153,0.20000000298023224
1154,0.20000000298023224
1155,0.019999999552965164
1156,0.3499999940395355
1157,0.30000001192092896
1158,0.6000000238418579
1159,0.07999999821186066
1160,0.3499999940395355
1161,0.18700000643730164
1162,0.3499999940395355
1163,0.15000000596046448
1164,0.18700000643730164
1165,0.3499999940395355
1166,0.07999999821186066
1167,0.20000000298023224
1168,0.6000000238418579
1169,0.3499999940395355
1170,0.30000001192092896
1171,0.30000001192092896
1172,0.15000000596046448
1173,0.25
1174,0.15000000596046448
1175,0.15000000596046448
1176,0.6000000238418579
1177,0.25
1178,0.11999999731779099
1179,0.4000000059604645
1180,0.10000000149011612
1181,0.15000000596046448
1182,0.11999999731779099
1183,0.07999999821186066
1184,0.25
1185,0.019999999552965164
1186,0.18700000643730164
1187,0.18700000643730164
1188,0.18700000643730164
1189,0.6000000238418579
1190,0.4000000059604645
1191,0.30000001192092896
1192,0.10000000149011612
1193,0.25
1194,0.5
1195,0.15000000596046448
1196,0.019999999552965164
1197,0.4000000059604645
1198,0.30000001192092896
1199,0.18700000643730164
1200,0.20000000298023224
1201,0.019999999552965164
1202,0.05000000074505806
1203,0.15000000596046448
1204,0.07999999821186066
1205,0.3499999940395355
1206,0.05000000074505806
1207,0.10000000149011612
1208,0.07999999821186066
1209,0.6000000238418579
1210,0.15000000596046448
1211,0.10000000149011612
1212,0.05000000074505806
1213,0.25
1214,0.25
1215,0.11999999731779099
1216,0.11999999731779099
1217,0.25
1218,0.18700000643730164
1219,0.15000000596046448
1220,0.6000000238418579
1221,0.11999999731779099
1222,0.3499999940395355
1223,0.15000000596046448
1224,0.30000001192092896
1225,0.07999999821186066
1226,0.18700000643730164
1227,0.5
1228,0.10000000149011612
1229,0.10000000149011612
1230,0.18700000643730164
1231,0.6000000238418579
1232,0.18700000643730164
1233,0.15000000596046448
1234,0.3499999940395355
1235,0.019999999552965164
1236,0.25
1237,0.10000000149011612
1238,0.30000001192092896
1239,0.6000000238418579
1240,0.15000000596046448
1241,0.30000001192092896
1242,0.18700000643730164
1243,0.18700000643730164
1244,0.019999999552965164
1245,0.4000000059604645
1246,0.07999999821186066
1247,0.07999999821186066
1248,0.05000000074505806
1249,0.11999999731779099
1250,0.10000000149011612
1251,0.5
1252,0.3499999940395355
1253,0.10000000149011612
1254,0.05000000074505806
1255,0.6000000238418579
1256,0.25
1257,0.3499999940395355
1258,0.20000000298023224
1259,0.15000000596046448
1260,0.25
1261,0.10000000149011612
1262,0.15000000596046448
1263,0.18700000643730164
1264,0.5
1265,0.6000000238418579
1266,0.3499999940395355
1267,0.6000000238418579
1268,0.05000000074505806
1269,0.07999999821186066
1270,0.20000000298023224
1271,0.019999999552965164
1272,0.18700000643730164
1273,0.11999999731779099
1274,0.4000000059604645
1275,0.11999999731779099
1276,0.18700000643730164
1277,0.07999999821186066
1278,0.3499999940395355
1279,0.20000000298023224
1280,0.4000000059604645
1281,0.3499999940395355
1282,0.15000000596046448
1283,0.20000000298023224
1284,0.11999999731779099
1285,0.20000000298023224
1286,0.6000000238418579
1287,0.25
1288,0.019999999552965164
1289,0.15000000596046448
1290,0.20000000298023224
1291,0.15000000596046448
1292,0.25
1293,0.30000001192092896
1294,0.18700000643730164
1295,0.30000001192092896
1296,0.11999999731779099
1297,0.18700000643730164
1298,0.6000000238418579
1299,0.07999999821186066
1300,0.20000000298023224
1301,0.20000000298023224
1302,0.11999999731779099
1303,0.15000000596046448
1304,0.15000000596046448
1305,0.25
1306,0.5
1307,0.6000000238418579
1308,0.4000000059604645
1309,0.25
1310,0.30000001192092896
1311,0.6000000238418579
1312,0.25
1313,0.25
1314,0.18700000643730164
1315,0.10000000149011612
1316,0.11999999731779099
1317,0.5
1318,0.07999999821186066
1319,0.07999999821186066
1320,0.6000000238418579
1321,0.30000001192092896
1322,0.30000001192092896
1323,0.10000000149011612
1324,0.15000000596046448
1325,0.25
1326,0.11999999731779099
1327,0.07999999821186066
1328,0.18700000643730164
1329,0.07999999821186066
1330,0.07999999821186066
1331,0.07999999821186066
1332,0.25
