strategy,count,mean_tanimoto,median_tanimoto,min_tanimoto,max_tanimoto,mean_predicted_active_bits,median_predicted_active_bits,mean_target_active_bits
global_threshold_0.187,200,0.5162259753420949,0.4941265732049942,0.10989011079072952,1.0,56.15,53.0,56.675
global_threshold_0.2,200,0.5198029266670346,0.5003670156002045,0.1149425283074379,1.0,54.275,50.5,56.675
global_threshold_0.25,200,0.5218228963389993,0.4985930621623993,0.10975609719753265,1.0,49.19,46.5,56.675
global_threshold_0.3,200,0.5188157907873392,0.49985477328300476,0.1139240488409996,1.0,45.73,44.0,56.675
per_bit_f1_thresholds,200,0.4992414826527238,0.48853670060634613,0.10389610379934311,0.9791666865348816,52.91,50.5,56.675
