spec_name,target_active_bits,mean_target_bit_probability,median_target_bit_probability,recall_at_top_16,recall_at_top_32,recall_at_top_48,recall_at_top_64,recall_at_top_80,recall_at_top_96,recall_at_top_128,recall_at_top_160,recall_at_top_256,recall_at_top_384,recall_at_top_512,recall_at_top_768,recall_at_top_1024,threshold_0_05_precision,threshold_0_05_recall,threshold_0_05_f1,threshold_0_05_pred_bits,threshold_0_1_precision,threshold_0_1_recall,threshold_0_1_f1,threshold_0_1_pred_bits,threshold_0_15_precision,threshold_0_15_recall,threshold_0_15_f1,threshold_0_15_pred_bits,threshold_0_187_precision,threshold_0_187_recall,threshold_0_187_f1,threshold_0_187_pred_bits,threshold_0_2_precision,threshold_0_2_recall,threshold_0_2_f1,threshold_0_2_pred_bits,threshold_0_25_precision,threshold_0_25_recall,threshold_0_25_f1,threshold_0_25_pred_bits,threshold_0_3_precision,threshold_0_3_recall,threshold_0_3_f1,threshold_0_3_pred_bits,threshold_0_4_precision,threshold_0_4_recall,threshold_0_4_f1,threshold_0_4_pred_bits,threshold_0_5_precision,threshold_0_5_recall,threshold_0_5_f1,threshold_0_5_pred_bits
MassSpecGymID0198021,77,0.22068551182746887,0.024900468066334724,0.06493506493506493,0.15584415584415584,0.19480519480519481,0.23376623376623376,0.24675324675324675,0.2987012987012987,0.36363636363636365,0.37662337662337664,0.44155844155844154,0.5584415584415584,0.6623376623376623,0.7532467532467533,0.7922077922077922,0.16304347826086957,0.38961038961038963,0.2298850574712644,184,0.23478260869565218,0.35064935064935066,0.28125,115,0.24444444444444444,0.2857142857142857,0.26347305389221554,90,0.25609756097560976,0.2727272727272727,0.2641509433962264,82,0.24691358024691357,0.2597402597402597,0.2531645569620253,81,0.24691358024691357,0.2597402597402597,0.2531645569620253,81,0.24691358024691357,0.2597402597402597,0.2531645569620253,81,0.23684210526315788,0.23376623376623376,0.2352941176470588,76,0.2465753424657534,0.23376623376623376,0.24000000000000002,73
MassSpecGymID0203443,57,0.2599485218524933,0.042999379336833954,0.21052631578947367,0.2807017543859649,0.2807017543859649,0.3333333333333333,0.3508771929824561,0.38596491228070173,0.43859649122807015,0.49122807017543857,0.5263157894736842,0.631578947368421,0.7017543859649122,0.8245614035087719,0.8771929824561403,0.19014084507042253,0.47368421052631576,0.27135678391959794,142,0.23863636363636365,0.3684210526315789,0.2896551724137931,88,0.2835820895522388,0.3333333333333333,0.30645161290322576,67,0.3064516129032258,0.3333333333333333,0.31932773109243695,62,0.29508196721311475,0.3157894736842105,0.30508474576271183,61,0.2982456140350877,0.2982456140350877,0.2982456140350877,57,0.32653061224489793,0.2807017543859649,0.30188679245283023,49,0.3404255319148936,0.2807017543859649,0.30769230769230765,47,0.38095238095238093,0.2807017543859649,0.32323232323232326,42
MassSpecGymID0203612,49,0.20830516517162323,0.02737969160079956,0.22448979591836735,0.22448979591836735,0.32653061224489793,0.32653061224489793,0.3673469387755102,0.3877551020408163,0.42857142857142855,0.4489795918367347,0.5510204081632653,0.6530612244897959,0.7346938775510204,0.7959183673469388,0.8367346938775511,0.18518518518518517,0.40816326530612246,0.2547770700636943,108,0.26666666666666666,0.32653061224489793,0.29357798165137616,60,0.32608695652173914,0.30612244897959184,0.3157894736842105,46,0.35,0.2857142857142857,0.3146067415730337,40,0.358974358974359,0.2857142857142857,0.31818181818181823,39,0.3333333333333333,0.24489795918367346,0.2823529411764706,36,0.3793103448275862,0.22448979591836735,0.282051282051282,29,0.4583333333333333,0.22448979591836735,0.3013698630136986,24,0.6111111111111112,0.22448979591836735,0.3283582089552239,18
MassSpecGymID0204199,48,0.25995954871177673,0.06752298772335052,0.20833333333333334,0.2916666666666667,0.3333333333333333,0.375,0.4375,0.5,0.5625,0.6041666666666666,0.7083333333333334,0.75,0.8333333333333334,0.8958333333333334,0.9375,0.20567375886524822,0.6041666666666666,0.30687830687830686,141,0.2714285714285714,0.3958333333333333,0.3220338983050847,70,0.29310344827586204,0.3541666666666667,0.32075471698113206,58,0.3191489361702128,0.3125,0.3157894736842105,47,0.32608695652173914,0.3125,0.3191489361702128,46,0.3333333333333333,0.2916666666666667,0.3111111111111111,42,0.358974358974359,0.2916666666666667,0.3218390804597701,39,0.4666666666666667,0.2916666666666667,0.35897435897435903,30,0.4642857142857143,0.2708333333333333,0.3421052631578947,28
MassSpecGymID0206523,46,0.2392723262310028,0.03522278368473053,0.2391304347826087,0.2826086956521739,0.2826086956521739,0.34782608695652173,0.3695652173913043,0.391304347826087,0.41304347826086957,0.4782608695652174,0.5217391304347826,0.5652173913043478,0.6304347826086957,0.782608695652174,0.782608695652174,0.14285714285714285,0.4782608695652174,0.22,154,0.24615384615384617,0.34782608695652173,0.2882882882882883,65,0.2765957446808511,0.2826086956521739,0.27956989247311825,47,0.325,0.2826086956521739,0.3023255813953488,40,0.3333333333333333,0.2826086956521739,0.30588235294117644,39,0.42857142857142855,0.2608695652173913,0.3243243243243243,28,0.5,0.2608695652173913,0.3428571428571428,24,0.5454545454545454,0.2608695652173913,0.3529411764705882,22,0.6470588235294118,0.2391304347826087,0.34920634920634924,17
MassSpecGymID0206904,58,0.22785313427448273,0.02612130157649517,0.1724137931034483,0.22413793103448276,0.27586206896551724,0.3103448275862069,0.3620689655172414,0.3793103448275862,0.41379310344827586,0.43103448275862066,0.4827586206896552,0.5862068965517241,0.6206896551724138,0.6724137931034483,0.7586206896551724,0.16129032258064516,0.43103448275862066,0.2347417840375587,155,0.23863636363636365,0.3620689655172414,0.2876712328767123,88,0.2903225806451613,0.3103448275862069,0.30000000000000004,62,0.32,0.27586206896551724,0.29629629629629634,50,0.3191489361702128,0.25862068965517243,0.2857142857142857,47,0.35714285714285715,0.25862068965517243,0.30000000000000004,42,0.375,0.25862068965517243,0.3061224489795919,40,0.4166666666666667,0.25862068965517243,0.3191489361702128,36,0.43333333333333335,0.22413793103448276,0.29545454545454547,30
MassSpecGymID0208829,52,0.20170901715755463,0.023942027240991592,0.15384615384615385,0.19230769230769232,0.25,0.28846153846153844,0.28846153846153844,0.34615384615384615,0.38461538461538464,0.40384615384615385,0.4807692307692308,0.5384615384615384,0.5769230769230769,0.6538461538461539,0.7692307692307693,0.13513513513513514,0.38461538461538464,0.2,148,0.19736842105263158,0.28846153846153844,0.234375,76,0.23214285714285715,0.25,0.24074074074074076,56,0.2727272727272727,0.23076923076923078,0.24999999999999994,44,0.2857142857142857,0.23076923076923078,0.25531914893617025,42,0.3055555555555556,0.21153846153846154,0.25,36,0.3125,0.19230769230769232,0.2380952380952381,32,0.4,0.19230769230769232,0.25974025974025977,25,0.4,0.19230769230769232,0.25974025974025977,25
MassSpecGymID0209913,39,0.2011818289756775,0.03435884788632393,0.20512820512820512,0.3076923076923077,0.41025641025641024,0.46153846153846156,0.48717948717948717,0.48717948717948717,0.48717948717948717,0.48717948717948717,0.5641025641025641,0.5897435897435898,0.6410256410256411,0.6923076923076923,0.6923076923076923,0.1532258064516129,0.48717948717948717,0.2331288343558282,124,0.2982456140350877,0.4358974358974359,0.3541666666666667,57,0.3684210526315789,0.358974358974359,0.36363636363636365,38,0.35294117647058826,0.3076923076923077,0.3287671232876712,34,0.4,0.3076923076923077,0.34782608695652173,30,0.4166666666666667,0.2564102564102564,0.31746031746031744,24,0.45,0.23076923076923078,0.3050847457627119,20,0.5,0.20512820512820512,0.29090909090909095,16,0.5454545454545454,0.15384615384615385,0.24000000000000002,11
MassSpecGymID0210193,51,0.20460885763168335,0.053444232791662216,0.17647058823529413,0.27450980392156865,0.3137254901960784,0.39215686274509803,0.4117647058823529,0.45098039215686275,0.47058823529411764,0.5098039215686274,0.5686274509803921,0.5882352941176471,0.6470588235294118,0.7450980392156863,0.7843137254901961,0.18055555555555555,0.5098039215686274,0.2666666666666666,144,0.3076923076923077,0.39215686274509803,0.3448275862068966,65,0.32558139534883723,0.27450980392156865,0.29787234042553196,43,0.4,0.27450980392156865,0.32558139534883723,35,0.4375,0.27450980392156865,0.3373493975903615,32,0.4444444444444444,0.23529411764705882,0.30769230769230765,27,0.5217391304347826,0.23529411764705882,0.32432432432432434,23,0.5714285714285714,0.1568627450980392,0.24615384615384614,14,0.6666666666666666,0.1568627450980392,0.25396825396825395,12
MassSpecGymID0211536,55,0.24126309156417847,0.06584584712982178,0.12727272727272726,0.2,0.2545454545454545,0.32727272727272727,0.36363636363636365,0.4,0.45454545454545453,0.4909090909090909,0.5818181818181818,0.6909090909090909,0.7272727272727273,0.7636363636363637,0.8363636363636363,0.14871794871794872,0.5272727272727272,0.23199999999999998,195,0.21052631578947367,0.43636363636363634,0.28402366863905326,114,0.25333333333333335,0.34545454545454546,0.29230769230769227,75,0.2647058823529412,0.32727272727272727,0.2926829268292682,68,0.27692307692307694,0.32727272727272727,0.30000000000000004,65,0.26785714285714285,0.2727272727272727,0.2702702702702703,56,0.27450980392156865,0.2545454545454545,0.2641509433962264,51,0.30952380952380953,0.23636363636363636,0.26804123711340205,42,0.3157894736842105,0.21818181818181817,0.25806451612903225,38
MassSpecGymID0212722,49,0.1880182921886444,0.05249762162566185,0.20408163265306123,0.22448979591836735,0.2653061224489796,0.30612244897959184,0.3469387755102041,0.3877551020408163,0.4489795918367347,0.5102040816326531,0.5510204081632653,0.5918367346938775,0.673469387755102,0.7346938775510204,0.7755102040816326,0.1736111111111111,0.5102040816326531,0.2590673575129534,144,0.22535211267605634,0.32653061224489793,0.26666666666666666,71,0.29545454545454547,0.2653061224489796,0.2795698924731183,44,0.3548387096774194,0.22448979591836735,0.27499999999999997,31,0.4074074074074074,0.22448979591836735,0.2894736842105263,27,0.5238095238095238,0.22448979591836735,0.3142857142857143,21,0.5882352941176471,0.20408163265306123,0.30303030303030304,17,0.6428571428571429,0.1836734693877551,0.28571428571428575,14,0.8,0.16326530612244897,0.27118644067796605,10
MassSpecGymID0213408,50,0.22205360233783722,0.08559279143810272,0.22,0.28,0.32,0.42,0.5,0.5,0.52,0.56,0.68,0.72,0.74,0.82,0.84,0.15819209039548024,0.56,0.24669603524229075,177,0.3188405797101449,0.44,0.3697478991596638,69,0.36585365853658536,0.3,0.3296703296703297,41,0.4,0.28,0.3294117647058824,35,0.4375,0.28,0.34146341463414637,32,0.6363636363636364,0.28,0.3888888888888889,22,0.6842105263157895,0.26,0.37681159420289856,19,0.7333333333333333,0.22,0.3384615384615385,15,0.8333333333333334,0.2,0.3225806451612903,12
MassSpecGymID0213789,46,0.21077728271484375,0.01735701784491539,0.1956521739130435,0.2608695652173913,0.2608695652173913,0.30434782608695654,0.32608695652173914,0.3695652173913043,0.45652173913043476,0.5217391304347826,0.6086956521739131,0.717391304347826,0.7391304347826086,0.8695652173913043,0.8913043478260869,0.19444444444444445,0.30434782608695654,0.23728813559322037,72,0.24,0.2608695652173913,0.24999999999999994,50,0.32432432432432434,0.2608695652173913,0.2891566265060241,37,0.375,0.2608695652173913,0.30769230769230765,32,0.42857142857142855,0.2608695652173913,0.3243243243243243,28,0.48,0.2608695652173913,0.33802816901408445,25,0.5,0.2608695652173913,0.3428571428571428,24,0.5238095238095238,0.2391304347826087,0.32835820895522383,21,0.5555555555555556,0.21739130434782608,0.3125,18
MassSpecGymID0214938,47,0.1793058216571808,0.02133016288280487,0.2127659574468085,0.2553191489361702,0.3191489361702128,0.3617021276595745,0.3617021276595745,0.3829787234042553,0.425531914893617,0.46808510638297873,0.5106382978723404,0.5319148936170213,0.5957446808510638,0.6595744680851063,0.723404255319149,0.19801980198019803,0.425531914893617,0.2702702702702703,101,0.2631578947368421,0.3191489361702128,0.28846153846153844,57,0.325,0.2765957446808511,0.2988505747126437,40,0.4,0.2553191489361702,0.3116883116883116,30,0.41379310344827586,0.2553191489361702,0.3157894736842105,29,0.48,0.2553191489361702,0.3333333333333333,25,0.5,0.2127659574468085,0.2985074626865672,20,0.6,0.19148936170212766,0.29032258064516125,15,0.7272727272727273,0.1702127659574468,0.27586206896551724,11
MassSpecGymID0215323,45,0.22195695340633392,0.05728434398770332,0.24444444444444444,0.26666666666666666,0.3333333333333333,0.4,0.4222222222222222,0.4888888888888889,0.5333333333333333,0.5555555555555556,0.6222222222222222,0.7555555555555555,0.8444444444444444,0.8666666666666667,0.9111111111111111,0.19327731092436976,0.5111111111111111,0.2804878048780488,119,0.27586206896551724,0.35555555555555557,0.31067961165048547,58,0.3170731707317073,0.28888888888888886,0.3023255813953488,41,0.4,0.26666666666666666,0.32,30,0.4444444444444444,0.26666666666666666,0.33333333333333337,27,0.5,0.24444444444444444,0.3283582089552239,22,0.6470588235294118,0.24444444444444444,0.3548387096774193,17,0.7142857142857143,0.2222222222222222,0.3389830508474576,14,0.7142857142857143,0.2222222222222222,0.3389830508474576,14
MassSpecGymID0224184,56,0.17602981626987457,0.010655799880623817,0.125,0.17857142857142858,0.23214285714285715,0.25,0.2857142857142857,0.2857142857142857,0.375,0.39285714285714285,0.44642857142857145,0.48214285714285715,0.5357142857142857,0.5714285714285714,0.7142857142857143,0.14864864864864866,0.39285714285714285,0.21568627450980393,148,0.18181818181818182,0.2857142857142857,0.2222222222222222,88,0.2222222222222222,0.25,0.23529411764705882,63,0.24074074074074073,0.23214285714285715,0.23636363636363636,54,0.24528301886792453,0.23214285714285715,0.2385321100917431,53,0.2708333333333333,0.23214285714285715,0.25,48,0.2727272727272727,0.21428571428571427,0.23999999999999996,44,0.2972972972972973,0.19642857142857142,0.23655913978494622,37,0.3333333333333333,0.17857142857142858,0.23255813953488372,30
MassSpecGymID0224933,67,0.24429461359977722,0.07277850806713104,0.1791044776119403,0.2537313432835821,0.2835820895522388,0.31343283582089554,0.34328358208955223,0.3880597014925373,0.43283582089552236,0.4626865671641791,0.5671641791044776,0.6417910447761194,0.7014925373134329,0.7761194029850746,0.8208955223880597,0.14901960784313725,0.5671641791044776,0.2360248447204969,255,0.23275862068965517,0.40298507462686567,0.29508196721311475,116,0.27380952380952384,0.34328358208955223,0.304635761589404,84,0.3181818181818182,0.31343283582089554,0.31578947368421056,66,0.328125,0.31343283582089554,0.3206106870229008,64,0.37254901960784315,0.2835820895522388,0.3220338983050848,51,0.4,0.26865671641791045,0.3214285714285714,45,0.53125,0.2537313432835821,0.3434343434343434,32,0.6,0.22388059701492538,0.32608695652173914,25
MassSpecGymID0032389,39,0.2045600414276123,0.01993725262582302,0.1794871794871795,0.3076923076923077,0.3333333333333333,0.358974358974359,0.358974358974359,0.41025641025641024,0.41025641025641024,0.41025641025641024,0.46153846153846156,0.5641025641025641,0.5897435897435898,0.6666666666666666,0.7435897435897436,0.125,0.41025641025641024,0.19161676646706588,128,0.2153846153846154,0.358974358974359,0.2692307692307693,65,0.2765957446808511,0.3333333333333333,0.3023255813953488,47,0.3333333333333333,0.3333333333333333,0.3333333333333333,39,0.34285714285714286,0.3076923076923077,0.3243243243243243,35,0.38461538461538464,0.2564102564102564,0.3076923076923077,26,0.391304347826087,0.23076923076923078,0.2903225806451613,23,0.42105263157894735,0.20512820512820512,0.2758620689655173,19,0.5,0.1794871794871795,0.2641509433962264,14
MassSpecGymID0035475,58,0.38696572184562683,0.2564733624458313,0.25862068965517243,0.43103448275862066,0.5689655172413793,0.6724137931034483,0.6896551724137931,0.7413793103448276,0.8275862068965517,0.8275862068965517,0.8793103448275862,0.9310344827586207,0.9655172413793104,0.9827586206896551,1.0,0.26595744680851063,0.8620689655172413,0.4065040650406504,188,0.4942528735632184,0.7413793103448276,0.5931034482758621,87,0.6551724137931034,0.6551724137931034,0.6551724137931034,58,0.6808510638297872,0.5517241379310345,0.6095238095238096,47,0.6956521739130435,0.5517241379310345,0.6153846153846154,46,0.7435897435897436,0.5,0.5979381443298969,39,0.8,0.4827586206896552,0.6021505376344086,35,0.8275862068965517,0.41379310344827586,0.5517241379310345,29,0.8260869565217391,0.3275862068965517,0.4691358024691358,23
MassSpecGymID0051208,57,0.3356762230396271,0.2180044800043106,0.19298245614035087,0.3684210526315789,0.543859649122807,0.631578947368421,0.6666666666666666,0.7368421052631579,0.7719298245614035,0.8070175438596491,0.8771929824561403,0.9122807017543859,0.9298245614035088,0.9298245614035088,0.9473684210526315,0.3103448275862069,0.7894736842105263,0.44554455445544555,145,0.4470588235294118,0.6666666666666666,0.5352112676056338,85,0.5862068965517241,0.5964912280701754,0.5913043478260869,58,0.64,0.5614035087719298,0.5981308411214953,50,0.6595744680851063,0.543859649122807,0.5961538461538461,47,0.6585365853658537,0.47368421052631576,0.5510204081632653,41,0.6666666666666666,0.45614035087719296,0.5416666666666666,39,0.6551724137931034,0.3333333333333333,0.4418604651162791,29,0.6521739130434783,0.2631578947368421,0.37500000000000006,23
MassSpecGymID0051457,57,0.23809967935085297,0.022320643067359924,0.24561403508771928,0.2982456140350877,0.3333333333333333,0.38596491228070173,0.40350877192982454,0.43859649122807015,0.45614035087719296,0.45614035087719296,0.5087719298245614,0.5964912280701754,0.631578947368421,0.6666666666666666,0.7192982456140351,0.22935779816513763,0.43859649122807015,0.30120481927710846,109,0.36363636363636365,0.3508771929824561,0.3571428571428571,55,0.4090909090909091,0.3157894736842105,0.3564356435643565,44,0.4594594594594595,0.2982456140350877,0.36170212765957444,37,0.4722222222222222,0.2982456140350877,0.3655913978494624,36,0.5666666666666667,0.2982456140350877,0.3908045977011494,30,0.5925925925925926,0.2807017543859649,0.38095238095238093,27,0.6521739130434783,0.2631578947368421,0.37500000000000006,23,0.7,0.24561403508771928,0.3636363636363636,20
MassSpecGymID0054352,46,0.23821593821048737,0.07329791784286499,0.2391304347826087,0.30434782608695654,0.3695652173913043,0.391304347826087,0.41304347826086957,0.45652173913043476,0.5434782608695652,0.5869565217391305,0.7391304347826086,0.7391304347826086,0.8043478260869565,0.8478260869565217,0.8695652173913043,0.16111111111111112,0.6304347826086957,0.25663716814159293,180,0.25675675675675674,0.41304347826086957,0.31666666666666665,74,0.35555555555555557,0.34782608695652173,0.3516483516483516,45,0.40540540540540543,0.32608695652173914,0.3614457831325302,37,0.4166666666666667,0.32608695652173914,0.3658536585365854,36,0.4375,0.30434782608695654,0.358974358974359,32,0.5416666666666666,0.2826086956521739,0.3714285714285714,24,0.6111111111111112,0.2391304347826087,0.34375,18,0.7692307692307693,0.21739130434782608,0.3389830508474576,13
MassSpecGymID0055282,38,0.25159457325935364,0.05157393217086792,0.23684210526315788,0.34210526315789475,0.3684210526315789,0.42105263157894735,0.42105263157894735,0.42105263157894735,0.5,0.5,0.5526315789473685,0.6578947368421053,0.6578947368421053,0.7105263157894737,0.7894736842105263,0.1310344827586207,0.5,0.20765027322404372,145,0.22535211267605634,0.42105263157894735,0.2935779816513761,71,0.2857142857142857,0.3684210526315789,0.32183908045977017,49,0.34210526315789475,0.34210526315789475,0.34210526315789475,38,0.38235294117647056,0.34210526315789475,0.3611111111111111,34,0.5652173913043478,0.34210526315789475,0.4262295081967213,23,0.55,0.2894736842105263,0.37931034482758624,20,0.5555555555555556,0.2631578947368421,0.35714285714285715,18,0.5555555555555556,0.2631578947368421,0.35714285714285715,18
MassSpecGymID0070653,52,0.3062916398048401,0.1701255440711975,0.23076923076923078,0.38461538461538464,0.5,0.5961538461538461,0.6923076923076923,0.7307692307692307,0.7884615384615384,0.8846153846153846,0.9230769230769231,0.9423076923076923,1.0,1.0,1.0,0.3157894736842105,0.8076923076923077,0.454054054054054,133,0.48,0.6923076923076923,0.5669291338582677,75,0.5283018867924528,0.5384615384615384,0.5333333333333333,53,0.5853658536585366,0.46153846153846156,0.5161290322580645,41,0.5853658536585366,0.46153846153846156,0.5161290322580645,41,0.6129032258064516,0.36538461538461536,0.45783132530120485,31,0.6071428571428571,0.3269230769230769,0.425,28,0.7,0.2692307692307692,0.3888888888888889,20,0.7222222222222222,0.25,0.37142857142857144,18
MassSpecGymID0076053,29,0.3155022859573364,0.13690106570720673,0.27586206896551724,0.4827586206896552,0.5172413793103449,0.5517241379310345,0.6551724137931034,0.7241379310344828,0.7586206896551724,0.8620689655172413,0.9655172413793104,1.0,1.0,1.0,1.0,0.1891891891891892,0.7241379310344828,0.30000000000000004,111,0.24285714285714285,0.5862068965517241,0.3434343434343434,70,0.35,0.4827586206896552,0.4057971014492754,40,0.4666666666666667,0.4827586206896552,0.47457627118644075,30,0.4827586206896552,0.4827586206896552,0.4827586206896552,29,0.47619047619047616,0.3448275862068966,0.39999999999999997,21,0.5,0.27586206896551724,0.35555555555555557,16,0.5,0.27586206896551724,0.35555555555555557,16,0.5333333333333333,0.27586206896551724,0.36363636363636365,15
MassSpecGymID0086672,38,0.31307581067085266,0.08699630200862885,0.23684210526315788,0.3157894736842105,0.39473684210526316,0.47368421052631576,0.5,0.5526315789473685,0.5789473684210527,0.6052631578947368,0.7894736842105263,0.8421052631578947,0.868421052631579,0.8947368421052632,0.9473684210526315,0.1875,0.5526315789473685,0.27999999999999997,112,0.2638888888888889,0.5,0.34545454545454546,72,0.2909090909090909,0.42105263157894735,0.3440860215053763,55,0.3191489361702128,0.39473684210526316,0.3529411764705882,47,0.3333333333333333,0.39473684210526316,0.36144578313253006,45,0.34210526315789475,0.34210526315789475,0.34210526315789475,38,0.3333333333333333,0.3157894736842105,0.3243243243243243,36,0.375,0.3157894736842105,0.34285714285714286,32,0.39285714285714285,0.2894736842105263,0.33333333333333337,28
MassSpecGymID0126630,70,0.5492026805877686,0.792693018913269,0.21428571428571427,0.4142857142857143,0.5714285714285714,0.6285714285714286,0.6714285714285714,0.7142857142857143,0.7571428571428571,0.8285714285714286,0.8857142857142857,0.9571428571428572,0.9714285714285714,1.0,1.0,0.4108527131782946,0.7571428571428571,0.5326633165829145,129,0.5568181818181818,0.7,0.6202531645569619,88,0.5903614457831325,0.7,0.6405228758169934,83,0.6025641025641025,0.6714285714285714,0.6351351351351351,78,0.6025641025641025,0.6714285714285714,0.6351351351351351,78,0.625,0.6428571428571429,0.6338028169014085,72,0.6376811594202898,0.6285714285714286,0.6330935251798562,69,0.6666666666666666,0.6285714285714286,0.6470588235294118,66,0.6984126984126984,0.6285714285714286,0.6616541353383458,63
MassSpecGymID0142449,48,0.22681207954883575,0.047967225313186646,0.20833333333333334,0.2708333333333333,0.3333333333333333,0.375,0.3958333333333333,0.3958333333333333,0.4375,0.5,0.6041666666666666,0.6458333333333334,0.6666666666666666,0.7708333333333334,0.8125,0.1503267973856209,0.4791666666666667,0.22885572139303484,153,0.2375,0.3958333333333333,0.29687499999999994,80,0.36363636363636365,0.3333333333333333,0.34782608695652173,44,0.375,0.3125,0.3409090909090909,40,0.3783783783783784,0.2916666666666667,0.3294117647058824,37,0.4,0.25,0.3076923076923077,30,0.4074074074074074,0.22916666666666666,0.2933333333333333,27,0.47619047619047616,0.20833333333333334,0.28985507246376807,21,0.5263157894736842,0.20833333333333334,0.29850746268656714,19
MassSpecGymID0154356,58,0.4204671084880829,0.34901273250579834,0.2413793103448276,0.3275862068965517,0.46551724137931033,0.6379310344827587,0.7413793103448276,0.8793103448275862,0.9827586206896551,0.9827586206896551,1.0,1.0,1.0,1.0,1.0,0.5,0.9137931034482759,0.6463414634146342,106,0.5238095238095238,0.7586206896551724,0.6197183098591549,84,0.5733333333333334,0.7413793103448276,0.6466165413533834,75,0.5909090909090909,0.6724137931034483,0.6290322580645162,66,0.5909090909090909,0.6724137931034483,0.6290322580645162,66,0.578125,0.6379310344827587,0.6065573770491803,64,0.5789473684210527,0.5689655172413793,0.5739130434782609,57,0.5813953488372093,0.43103448275862066,0.49504950495049505,43,0.5714285714285714,0.3448275862068966,0.43010752688172044,35
MassSpecGymID0157809,58,0.3957493007183075,0.2681068778038025,0.25862068965517243,0.41379310344827586,0.5344827586206896,0.603448275862069,0.6379310344827587,0.6896551724137931,0.7241379310344828,0.7586206896551724,0.7931034482758621,0.8793103448275862,0.9137931034482759,0.9137931034482759,0.9310344827586207,0.2459016393442623,0.7758620689655172,0.37344398340248963,183,0.38095238095238093,0.6896551724137931,0.49079754601226994,105,0.546875,0.603448275862069,0.5737704918032787,64,0.6346153846153846,0.5689655172413793,0.6,52,0.6530612244897959,0.5517241379310345,0.5981308411214952,49,0.725,0.5,0.5918367346938775,40,0.7567567567567568,0.4827586206896552,0.5894736842105263,37,0.75,0.41379310344827586,0.5333333333333333,32,0.7586206896551724,0.3793103448275862,0.5057471264367817,29
MassSpecGymID0168902,66,0.2798050343990326,0.16392049193382263,0.22727272727272727,0.3484848484848485,0.48484848484848486,0.5909090909090909,0.6212121212121212,0.6363636363636364,0.696969696969697,0.696969696969697,0.7727272727272727,0.7878787878787878,0.8181818181818182,0.8333333333333334,0.8333333333333334,0.27011494252873564,0.7121212121212122,0.39166666666666666,174,0.5125,0.6212121212121212,0.5616438356164383,80,0.6545454545454545,0.5454545454545454,0.5950413223140496,55,0.6888888888888889,0.4696969696969697,0.5585585585585585,45,0.7073170731707317,0.4393939393939394,0.5420560747663551,41,0.7096774193548387,0.3333333333333333,0.45360824742268047,31,0.7692307692307693,0.30303030303030304,0.43478260869565216,26,0.8571428571428571,0.2727272727272727,0.41379310344827586,21,0.9375,0.22727272727272727,0.36585365853658536,16
MassSpecGymID0179539,58,0.3752225637435913,0.23557034134864807,0.27586206896551724,0.46551724137931033,0.6206896551724138,0.6379310344827587,0.7413793103448276,0.7758620689655172,0.7758620689655172,0.8103448275862069,0.8448275862068966,0.8793103448275862,0.896551724137931,0.9137931034482759,0.9310344827586207,0.29559748427672955,0.8103448275862069,0.43317972350230416,159,0.5675675675675675,0.7241379310344828,0.6363636363636365,74,0.75,0.6206896551724138,0.679245283018868,48,0.7272727272727273,0.5517241379310345,0.6274509803921569,44,0.7380952380952381,0.5344827586206896,0.62,42,0.84375,0.46551724137931033,0.6,32,0.8666666666666667,0.4482758620689655,0.5909090909090909,30,0.9166666666666666,0.3793103448275862,0.5365853658536586,24,1.0,0.3620689655172414,0.5316455696202532,21
MassSpecGymID0180533,57,0.3345460593700409,0.2570546567440033,0.22807017543859648,0.47368421052631576,0.5964912280701754,0.6491228070175439,0.7017543859649122,0.7192982456140351,0.7719298245614035,0.8596491228070176,0.9122807017543859,0.9473684210526315,0.9824561403508771,1.0,1.0,0.32,0.8421052631578947,0.463768115942029,150,0.4936708860759494,0.6842105263157895,0.5735294117647058,79,0.6428571428571429,0.631578947368421,0.6371681415929203,56,0.7333333333333333,0.5789473684210527,0.6470588235294117,45,0.7674418604651163,0.5789473684210527,0.66,43,0.7894736842105263,0.5263157894736842,0.631578947368421,38,0.8387096774193549,0.45614035087719296,0.5909090909090909,31,0.7727272727272727,0.2982456140350877,0.430379746835443,22,0.7368421052631579,0.24561403508771928,0.3684210526315789,19
MassSpecGymID0182775,53,0.23408228158950806,0.0652385875582695,0.18867924528301888,0.32075471698113206,0.37735849056603776,0.4339622641509434,0.4339622641509434,0.49056603773584906,0.5094339622641509,0.5094339622641509,0.5849056603773585,0.660377358490566,0.7924528301886793,0.9056603773584906,0.9433962264150944,0.1888111888111888,0.5094339622641509,0.2755102040816326,143,0.3382352941176471,0.4339622641509434,0.38016528925619836,68,0.40816326530612246,0.37735849056603776,0.3921568627450981,49,0.48717948717948717,0.3584905660377358,0.41304347826086957,39,0.5,0.33962264150943394,0.4044943820224719,36,0.5161290322580645,0.3018867924528302,0.380952380952381,31,0.5714285714285714,0.3018867924528302,0.3950617283950617,28,0.5789473684210527,0.20754716981132076,0.3055555555555556,19,0.625,0.18867924528301888,0.2898550724637681,16
