mode,alpha_primary,value,mean_tanimoto,median_tanimoto,bit_accuracy,bit_precision,bit_recall,bit_f1,mean_active_bits,mean_target_active_bits
threshold,0.95,0.15,0.519634536307031,0.530434787273407,0.9887653389491874,0.6213474426202799,0.7150863993854873,0.664929443636162,73.48432159423828,63.8514404296875
threshold,0.95,0.45,0.5195557069132566,0.5,0.9915204369921033,0.8231015925622935,0.5808879345155902,0.681101638977511,45.061912536621094,63.8514404296875
threshold,0.9,0.45,0.5172494031040522,0.49425286054611206,0.9915185523798115,0.826534663262914,0.5770250254333539,0.6796022840095118,44.57632827758789,63.8514404296875
threshold,0.9,0.15,0.5158386348587234,0.52173912525177,0.9886018007560192,0.6151835892404822,0.7178645358299827,0.6625694503219792,74.50895690917969,63.8514404296875
threshold,0.7,0.4,0.5136988375102942,0.48571428656578064,0.9913757064603791,0.8141380542682369,0.5789256392057721,0.6766745780210464,45.404136657714844,63.8514404296875
threshold,1.0,0.5,0.5121481486372225,0.4864864945411682,0.9915203087871856,0.8352661059006197,0.568074623146367,0.6762341725215345,43.42613983154297,63.8514404296875
threshold,0.8,0.45,0.5104175863952541,0.48148149251937866,0.9914828729511829,0.8330962066166808,0.5672867443086446,0.674964565135812,43.47886276245117,63.8514404296875
threshold,0.95,0.5,0.5093567399540391,0.4822694957256317,0.9915142703355564,0.8391501458743216,0.5637009909344588,0.6743834129802304,42.89234924316406,63.8514404296875
threshold,0.9,0.5,0.5058277747818545,0.4761904776096344,0.9914969113896839,0.8429754938160516,0.5585863578532522,0.6719284065693265,42.310298919677734,63.8514404296875
threshold,0.7,0.25,0.5053504739516764,0.49180328845977783,0.9896953630640196,0.6736820458881989,0.6574001807680256,0.6654415330292838,62.308250427246094,63.8514404296875
threshold,1.0,0.125,0.5020749787923992,0.5123966932296753,0.9874991487193457,0.5782246157703528,0.7321039243438935,0.6461288102918162,80.84382629394531,63.8514404296875
threshold,0.95,0.125,0.5004032967452811,0.5073529481887817,0.9874064181022882,0.575141165890667,0.7353162988116846,0.6454397564029587,81.63388061523438,63.8514404296875
threshold,0.7,0.45,0.49907433159775744,0.46268656849861145,0.9913747064620202,0.8386760463964902,0.553086009558171,0.666579442698313,42.10844039916992,63.8514404296875
